"id","directors"
6570,"nm0000816"
199,"nm0762541"
6757,"nm0309382"
6778,"nm0000631"
490,"nm0337820"
3660,"nm0721817"
61,"nm0573732"
230,"nm0000142"
281,"nm0001747"
282,"nm0000583"
2141,"nm0193554"
392,"nm0909026"
398,"nm0515891"
402,"nm0089940"
402,"nm0325776"
523,"nm0005366"
547,"nm0163706"
617,"nm0001708"
638,"nm0809321"
4990,"nm0477129"
2583,"nm0939182"
689,"nm0558773"
704,"nm0240797"
5015,"nm0001054"
5015,"nm0001053"
2495,"nm0200978"
827,"nm0000484"
841,"nm0000759"
5049,"nm0382072"
875,"nm0609236"
927,"nm0001252"
940,"nm0000886"
3003,"nm0000905"
1031,"nm0227540"
1068,"nm0003620"
754,"nm0001437"
1094,"nm0006498"
1200,"nm0922346"
1215,"nm0001149"
1217,"nm0000709"
1231,"nm0003506"
1323,"nm0380980"
2072,"nm0467942"
1327,"nm0002044"
1406,"nm0000095"
1410,"nm0814085"
5231,"nm0000431"
5234,"nm0001587"
1502,"nm0468007"
1522,"nm0730222"
1536,"nm0001565"
1546,"nm0007139"
338,"nm0001302"
1750,"nm0027271"
1799,"nm0000247"
1867,"nm0950000"
1867,"nm0770961"
5310,"nm0000108"
1885,"nm0258066"
1931,"nm0562645"
1946,"nm0818465"
1994,"nm0683578"
5353,"nm0146341"
2047,"nm0359734"
2079,"nm0629272"
2085,"nm0918873"
2161,"nm0128883"
2164,"nm0005367"
2170,"nm0001814"
2208,"nm0193554"
4532,"nm0169931"
2209,"nm0448900"
2211,"nm0000786"
2224,"nm0005101"
2407,"nm0331532"
2420,"nm0004886"
2427,"nm0001845"
5484,"nm0000602"
2511,"nm0318947"
2527,"nm0935863"
5520,"nm0000487"
2574,"nm0001438"
2627,"nm0804408"
2649,"nm0640466"
5561,"nm0001994"
2696,"nm0000233"
2784,"nm0664756"
965,"nm0562279"
2871,"nm0001219"
2886,"nm0415714"
2896,"nm0630372"
2902,"nm0000436"
2995,"nm0001723"
140,"nm0000965"
3223,"nm0002337"
3255,"nm0000976"
3273,"nm0001756"
3297,"nm0000142"
3312,"nm0868219"
2982,"nm0000806"
3353,"nm0711840"
3945,"nm0594503"
3387,"nm0502954"
3405,"nm0867262"
1396,"nm0422552"
3426,"nm0514546"
3441,"nm0389591"
5808,"nm0667630"
3565,"nm0097079"
489,"nm0000985"
3827,"nm0152640"
3958,"nm0365912"
4062,"nm0000816"
5972,"nm0001382"
5975,"nm0298807"
4312,"nm0000127"
4339,"nm0622695"
4361,"nm0000269"
4503,"nm0398185"
4514,"nm0000806"
6090,"nm0000519"
4598,"nm0228147"
4607,"nm0000957"
4610,"nm0001469"
4670,"nm0000682"
4674,"nm0000519"
4745,"nm0640964"
6124,"nm0000382"
4845,"nm0452102"
187,"nm0000600"
6381,"nm0000116"
6408,"nm0006854"
6432,"nm0005124"
6432,"nm0105169"
6432,"nm0881279"
6182,"nm0001837"
6490,"nm0506619"
6490,"nm0003941"
6517,"nm0000231"
6609,"nm0450387"
6853,"nm0319624"
5721,"nm0000750"
6242,"nm0178997"
6801,"nm0317981"
6823,"nm0476071"
1036,"nm0000095"
1319,"nm0354279"
82,"nm0160602"
366,"nm0443411"
441,"nm0201509"
441,"nm0426333"
441,"nm0349183"
542,"nm0004306"
678,"nm0005069"
4999,"nm0448670"
5051,"nm1240367"
907,"nm0438279"
105,"nm0005124"
105,"nm0004056"
1087,"nm0520485"
1087,"nm0661910"
5219,"nm0343260"
1408,"nm0001460"
1512,"nm0003620"
4894,"nm0001532"
4894,"nm0000341"
1712,"nm0001716"
1795,"nm0000040"
1821,"nm1103162"
1852,"nm0000416"
2030,"nm0400436"
2030,"nm0400441"
4691,"nm0001060"
5427,"nm0001104"
2239,"nm0205542"
2248,"nm0591171"
2277,"nm0004121"
2318,"nm0721944"
2701,"nm0440914"
2882,"nm0007139"
5639,"nm0868153"
3051,"nm0005363"
5684,"nm0001392"
5738,"nm0132709"
3277,"nm0000887"
5762,"nm0000694"
3339,"nm0000247"
3419,"nm0051643"
3419,"nm0176905"
5794,"nm0336620"
157,"nm0287198"
5825,"nm0405336"
5837,"nm0740400"
169,"nm0001112"
3874,"nm0002657"
3921,"nm0001162"
5913,"nm0152312"
5913,"nm9054338"
5913,"nm0920425"
3990,"nm0238865"
5969,"nm0320660"
4108,"nm0027271"
4234,"nm0711840"
4283,"nm0000229"
6062,"nm0002120"
4477,"nm0718645"
4507,"nm0420982"
4603,"nm0575389"
4659,"nm0000408"
6382,"nm0853380"
6519,"nm0000829"
6599,"nm0000118"
6611,"nm0001331"
6221,"nm0688585"
6650,"nm0001469"
6254,"nm0178997"
6728,"nm0911910"
6800,"nm0001756"
6790,"nm0394776"
6862,"nm0698493"
6289,"nm0101385"
6919,"nm0440458"
1774,"nm0000343"
1820,"nm0019282"
1820,"nm0110293"
1820,"nm0110294"
1820,"nm0125186"
1820,"nm0322368"
1820,"nm0325196"
1820,"nm0353893"
1820,"nm0402563"
3274,"nm0001756"
6380,"nm0089940"
6380,"nm0325776"
4662,"nm0000184"
5276,"nm0227540"
1238,"nm0000318"
1238,"nm0425843"
717,"nm0957612"
2190,"nm0647055"
4663,"nm0000184"
4664,"nm0000184"
2991,"nm0001149"
5574,"nm0407466"
4204,"nm0001239"
4508,"nm0001102"
3117,"nm0195039"
249,"nm0249892"
401,"nm0000601"
5622,"nm0593014"
3456,"nm0669883"
1288,"nm0622112"
1808,"nm0280034"
5434,"nm0737400"
3000,"nm0001130"
6620,"nm0000916"
5121,"nm0002120"
3697,"nm0005295"
2440,"nm0060828"
2773,"nm8618253"
3609,"nm0585011"
3788,"nm0731253"
6324,"nm15345631"
3689,"nm0024622"
3180,"nm0001232"
4434,"nm0011470"
4434,"nm0421776"
1225,"nm0000265"
2976,"nm0003423"
1116,"nm0032159"
6783,"nm0150802"
6783,"nm0000329"
1680,"nm0001408"
971,"nm0253323"
971,"nm0438226"
6349,"nm0153699"
4212,"nm0001093"
4237,"nm0027572"
4727,NA
6896,"nm0001188"
559,"nm0255070"
5556,"nm0083348"
3777,"nm0001723"
6307,"nm0125803"
6307,"nm0268380"
6565,"nm0004372"
2316,"nm0791899"
2523,"nm0134176"
3291,"nm0538614"
3291,"nm0331956"
4224,"nm0878756"
4711,NA
6670,"nm0779258"
855,"nm0000568"
1344,"nm0006685"
1657,"nm0000165"
5944,"nm0448743"
6815,"nm0730932"
6271,NA
4924,"nm0005197"
611,"nm0001878"
1020,"nm0370627"
3486,"nm0882330"
3626,"nm0002653"
6799,"nm0211108"
720,"nm0408867"
5178,"nm0620576"
4851,"nm0932078"
5744,"nm0905154"
5744,"nm0905152"
6454,"nm0166256"
6454,"nm0615780"
3112,"nm0575523"
5301,"nm0001675"
6007,"nm0468335"
6007,"nm0899329"
4313,"nm0000127"
6056,"nm0113758"
6056,"nm0204723"
4546,"nm0003537"
6133,"nm0005237"
91,"nm0001708"
1444,"nm0026339"
3487,"nm0005366"
3858,"nm0878638"
175,"nm0106924"
3081,"nm0364963"
5697,"nm0856915"
6812,"nm0791140"
1005,"nm0181500"
1005,"nm0813695"
4905,"nm0786987"
469,"nm0671210"
1720,"nm0000750"
3125,"nm0477515"
4383,"nm0006960"
4963,"nm0712444"
2545,"nm0281869"
5558,"nm0637493"
3446,"nm0822555"
3833,"nm0004716"
5993,"nm0074426"
5993,"nm0666802"
5993,"nm0005076"
2132,"nm0309212"
6291,"nm0336695"
1281,"nm0474955"
2276,"nm0317186"
2656,"nm0338496"
2925,"nm0591171"
2962,"nm0080332"
3280,"nm0001502"
4254,"nm0080191"
6442,"nm0298807"
6608,"nm0005367"
6154,"nm0750857"
5540,"nm0000520"
1043,"nm0758574"
1953,"nm0400486"
2688,"nm0003474"
2447,"nm0211487"
2448,"nm0211487"
2628,"nm0446109"
3772,"nm0047259"
3772,"nm0053190"
6518,"nm0609236"
6234,"nm0000619"
1148,"nm0171771"
5160,"nm0001226"
1496,"nm0810155"
1580,"nm0632788"
1573,"nm0973920"
1576,"nm0945674"
1579,"nm0632788"
1574,"nm0973920"
1581,"nm0632788"
1578,"nm0632788"
1582,"nm0973260"
1577,"nm0973260"
1583,"nm0945674"
5815,"nm0000591"
6282,"nm0000776"
1713,"nm0275421"
375,"nm0366004"
5047,"nm0240627"
890,"nm0950553"
5365,"nm0922346"
3357,"nm0134536"
3616,"nm0781842"
6347,"nm0764319"
5954,"nm0002240"
5954,"nm0541677"
2380,"nm0007439"
3104,"nm0260408"
3671,"nm0690894"
2019,"nm0859436"
4612,"nm0000600"
412,"nm0000570"
524,"nm0005366"
5041,"nm0637518"
3871,"nm0141033"
4460,"nm0850516"
4112,"nm0404285"
6325,"nm0002044"
2931,"nm0922346"
1704,"nm0001382"
2365,"nm0001241"
5640,"nm0000602"
3043,"nm0379179"
3306,"nm0393155"
4326,NA
6,"nm0432627"
4549,"nm0576183"
1407,"nm0001317"
331,"nm0000671"
24,"nm0388648"
5756,"nm0000108"
3525,"nm0331532"
3633,"nm0431918"
3753,"nm0510839"
3759,"nm0774401"
4142,"nm0907630"
5874,"nm0844161"
532,"nm0040892"
5104,"nm0899121"
5523,"nm0001885"
1938,"nm0634240"
2532,"nm0762541"
2709,"nm0825434"
2754,"nm0080306"
3965,"nm0001814"
3451,"nm0751221"
3806,"nm0464804"
4029,"nm0001628"
4263,"nm0080320"
2522,"nm0637615"
41,"nm0326161"
1147,"nm0000408"
5359,"nm1554219"
6662,"nm0203002"
4792,"nm0000095"
5325,"nm0505152"
2922,"nm0297846"
3425,"nm0384722"
4050,"nm0454734"
4582,"nm0005295"
4609,"nm0367542"
6200,"nm0857222"
6217,"nm0001068"
1179,"nm0005237"
5213,"nm0624789"
4824,"nm0152640"
4955,"nm0240995"
1064,"nm0629334"
1301,"nm0312866"
1498,"nm0561617"
1616,"nm0933505"
2558,"nm0001219"
5585,"nm0723704"
2464,"nm0466479"
3695,"nm0642823"
4121,NA
4220,"nm0001243"
4400,"nm0410769"
6108,"nm0001661"
5512,"nm0894577"
6505,"nm0249892"
6735,"nm0000709"
6743,"nm0918873"
5926,"nm0217035"
4640,"nm0563058"
1014,"nm0000709"
4501,"nm0000318"
4520,"nm0047300"
4752,"nm0000490"
3099,"nm0060634"
2258,"nm0000473"
4226,"nm0005190"
5105,"nm0081488"
1339,"nm0153581"
1376,"nm0254001"
373,"nm0919369"
373,"nm0919363"
5991,"nm0770496"
2389,"nm0876600"
4986,"nm0000965"
787,"nm0751080"
903,"nm0000217"
2398,"nm0000682"
1602,"nm0776271"
6118,"nm0004675"
341,"nm0848414"
964,"nm0190615"
5068,"nm0952646"
4731,"nm0591450"
263,"nm0466153"
4560,"nm0403636"
1449,"nm0726472"
2106,"nm0000464"
2633,"nm0301826"
5655,"nm0001752"
5770,NA
3510,"nm0002988"
4201,"nm0005647"
4464,"nm1369708"
4464,"nm0426333"
3360,"nm0783139"
424,"nm0855035"
865,"nm0615518"
2374,"nm0712639"
4617,"nm0038432"
4617,"nm0177170"
6109,"nm0000186"
3420,"nm0000186"
747,NA
5044,"nm0001325"
2333,"nm0868219"
5685,"nm0001392"
5686,"nm0001392"
6072,"nm0796117"
6301,"nm0170863"
6301,"nm0740246"
4964,"nm0041678"
1320,"nm0001885"
361,"nm0005222"
792,"nm0156873"
3521,"nm0030417"
3521,"nm0875453"
2471,"nm0000165"
2226,"nm0086826"
2819,"nm0001570"
5040,"nm0451134"
565,"nm0000881"
6508,NA
2134,"nm0003506"
2894,"nm0424103"
2915,"nm0019010"
4030,"nm0774325"
598,"nm0429730"
598,"nm0544708"
1035,"nm0000691"
1878,"nm0756983"
1878,"nm1012102"
3750,"nm0661345"
529,"nm0001040"
2102,NA
5514,"nm0422484"
2027,"nm0000972"
4296,"nm0005540"
1083,"nm0942408"
3155,"nm0000759"
1701,"nm0904706"
6559,"nm0734747"
2177,"nm0346550"
5634,"nm0955587"
4596,"nm0220234"
4596,"nm0341915"
2123,"nm0771923"
2061,"nm0661751"
5877,"nm0000583"
2313,"nm0000465"
3191,"nm0005390"
4143,"nm0620378"
6615,"nm0028065"
6615,"nm0076435"
3378,"nm0797869"
949,"nm0044803"
5739,"nm0083608"
27,"nm0381273"
1753,NA
4921,"nm0881038"
3994,"nm0442241"
51,"nm0316600"
605,"nm0312911"
5163,"nm0490133"
2564,"nm0647718"
369,"nm0807687"
822,"nm0562645"
1080,NA
1881,"nm0001814"
3316,"nm0000229"
3703,"nm0125803"
3703,"nm0268380"
6092,"nm0563301"
4871,"nm0609236"
337,"nm0001081"
835,"nm0950226"
3266,"nm0652082"
711,"nm0001060"
6619,"nm0197929"
3244,"nm0125803"
3244,"nm0268380"
3336,"nm0000361"
4113,"nm0318518"
4251,"nm0171812"
136,"nm0001338"
4847,"nm0470443"
6640,"nm0571505"
5517,"nm0833415"
6213,"nm0691355"
4088,"nm0001239"
4390,"nm0223359"
4528,"nm0462277"
6843,"nm0000436"
316,"nm0000264"
630,"nm0002337"
2463,"nm0540532"
3041,"nm0109359"
5755,"nm0004365"
506,"nm0727336"
506,"nm0323658"
506,"nm0945412"
5030,"nm0617130"
5030,"nm0844896"
1610,"nm0327064"
926,"nm0000694"
4588,"nm0000142"
4743,"nm0568230"
6880,"nm1028275"
1554,"nm0410640"
3584,"nm0750857"
775,"nm0868219"
2938,"nm0365060"
6756,"nm0734107"
5961,"nm0499939"
4282,"nm0443935"
2798,"nm0688585"
4320,"nm0437979"
5371,"nm0297543"
5014,"nm0841647"
4379,"nm0580729"
4585,"nm0569839"
6257,"nm0528718"
1280,"nm0000487"
1626,"nm0813309"
3618,"nm0001054"
3618,"nm0001053"
3887,"nm0951197"
6618,"nm0132709"
5313,"nm0528718"
5976,"nm0222043"
6499,"nm0797625"
55,"nm0858525"
2865,"nm0299191"
2865,"nm0155568"
5665,"nm0248942"
6075,"nm0003418"
4416,"nm0437625"
6576,"nm0653211"
4908,"nm0924455"
5278,"nm0048478"
2728,"nm0436784"
2728,"nm0645657"
3699,"nm0602155"
5934,"nm0566506"
4611,"nm0557065"
1241,"nm0712304"
4846,"nm0934749"
745,"nm0390889"
1730,"nm0001752"
1873,"nm0939128"
5694,"nm1773607"
3540,"nm0139867"
4509,"nm0000095"
6927,"nm0001774"
6017,"nm0441525"
5343,"nm0133153"
5776,"nm0170863"
4471,"nm0822801"
4553,"nm0794109"
4553,"nm0888133"
6760,"nm0931285"
3370,"nm0230032"
3370,"nm0798899"
3370,"nm0881279"
6218,"nm0908326"
2575,"nm0001005"
3852,"nm0768050"
2836,"nm0001429"
3092,"nm0697656"
4068,"nm0388817"
4135,"nm0001508"
1078,"nm0000972"
6366,"nm0661345"
4978,"nm0002044"
6020,"nm0197529"
1249,"nm0573589"
5039,"nm0566380"
4780,"nm0384862"
4780,"nm0384863"
4174,"nm0378893"
3979,"nm0629216"
6246,"nm0003160"
3395,"nm0525303"
3275,"nm0863387"
4374,"nm0322242"
6885,"nm0518836"
5968,"nm0113196"
6826,"nm0699933"
860,"nm0410769"
5095,"nm0894509"
1780,"nm0001317"
3193,NA
6354,"nm0785185"
4783,"nm0787125"
2630,"nm0041218"
900,"nm0715636"
1451,"nm0593610"
2823,"nm0125753"
1565,"nm0000265"
3471,"nm0847223"
4279,"nm0141961"
6839,"nm0868643"
1095,"nm0190859"
1604,"nm0185252"
5717,"nm0006845"
6739,"nm0583600"
1046,"nm0221265"
6303,"nm0800193"
723,"nm0331532"
4523,"nm0005363"
1751,"nm0346101"
2092,"nm0443181"
6084,"nm0604335"
2608,"nm0500758"
2822,"nm0164187"
2822,"nm0005767"
5777,"nm0814085"
6252,"nm0788202"
5217,"nm0000080"
2074,"nm0006476"
2127,"nm0269502"
2135,"nm0476201"
6255,"nm0000941"
1527,"nm0794048"
4091,"nm0945026"
12,"nm15606511"
12,"nm0510674"
423,"nm0228701"
816,"nm0211034"
2708,"nm0410494"
2862,"nm0908046"
2884,"nm0002718"
2884,"nm0505522"
3838,"nm0017028"
3883,"nm0402434"
358,"nm0000466"
693,"nm0836708"
3329,"nm0677953"
814,"nm0106456"
6315,"nm0093856"
6487,"nm0083656"
44,"nm0939182"
211,"nm0000229"
6277,"nm0894758"
3794,"nm0000881"
3165,"nm0868153"
3346,"nm0159147"
10,"nm0205157"
3089,"nm0707267"
4159,"nm0680846"
1710,"nm0000269"
4900,"nm0006854"
5097,"nm0001901"
1175,"nm0359734"
6596,"nm0159109"
1453,"nm0200360"
4044,"nm0005367"
1894,"nm0412517"
5584,"nm0173017"
5305,"nm0711840"
1567,"nm0527261"
3121,"nm0001188"
6161,"nm0266255"
2251,"nm0742819"
4061,"nm0341896"
813,"nm0001130"
5381,"nm0755261"
2670,"nm0519193"
3832,"nm0917216"
642,"nm0247123"
2732,"nm2053308"
5579,"nm0217290"
2848,"nm0024658"
2848,"nm0024659"
3313,"nm0846621"
707,"nm0951206"
3368,NA
3790,"nm0001460"
6574,"nm0541899"
1849,"nm0838521"
4634,"nm0001675"
1021,"nm0790743"
2120,"nm0000118"
5889,"nm0244340"
3961,"nm0000431"
5173,"nm0440913"
842,"nm0075666"
512,"nm0873779"
512,"nm0936374"
4771,"nm0403970"
4771,"nm0856893"
4794,"nm0640466"
1274,"nm0934578"
3748,"nm0464880"
69,"nm0509028"
458,"nm0481570"
1183,"nm0001112"
2500,"nm0011977"
3107,"nm0006348"
3107,"nm0712541"
5745,"nm0905154"
5745,"nm0905152"
3610,"nm0040575"
4051,"nm0475069"
4751,"nm0866132"
6562,"nm0788486"
4996,"nm0311340"
6021,"nm0142286"
1492,NA
2758,"nm0253323"
2758,"nm0438226"
5758,"nm0893659"
3964,"nm0804408"
919,"nm0304521"
5898,"nm0000576"
986,"nm0006960"
861,"nm0523821"
4837,"nm0523239"
1724,"nm0934483"
3988,"nm0753382"
4099,"nm0482681"
5190,"nm0136775"
5103,"nm0465551"
1029,"nm0349183"
386,"nm0497489"
2788,"nm0136459"
3559,"nm0077087"
4284,"nm0240797"
4292,"nm0736930"
1560,"nm0139867"
2900,"nm0644203"
5342,"nm0001408"
1986,"nm0338381"
4346,"nm0155093"
4488,"nm0630083"
5802,"nm0214036"
1777,"nm0005647"
5746,"nm0905154"
5746,"nm0905152"
6076,"nm0420746"
6587,"nm0087595"
6658,"nm0000500"
5724,"nm0001054"
897,"nm0536632"
1841,"nm0106924"
771,"nm0593967"
4732,"nm0591450"
6387,"nm0192289"
6722,"nm0906476"
73,"nm0499724"
5261,"nm0490487"
371,"nm0562645"
5847,"nm0944061"
4146,"nm0791068"
4810,"nm0784061"
6881,"nm0945981"
3963,"nm0205844"
5339,"nm0136592"
2653,"nm0001348"
2954,"nm0354292"
3082,"nm0690794"
4618,"nm0594503"
6814,"nm0000247"
6320,"nm0065284"
2736,"nm0330140"
382,"nm0327944"
936,"nm0402995"
5164,"nm0721817"
1471,"nm0848414"
728,"nm0001756"
1537,"nm0446819"
6405,"nm0201304"
665,"nm0773603"
4993,"nm0063785"
2572,"nm0276062"
5917,"nm0005190"
4053,"nm0719298"
4766,"nm0151540"
3188,"nm0378660"
2326,"nm0593463"
2637,"nm0744721"
5965,"nm0048491"
6718,"nm0850601"
6718,"nm0398555"
583,"nm0221591"
583,"nm0179023"
737,"nm0197636"
2933,"nm2430536"
4708,"nm0001754"
499,"nm0149260"
1257,"nm0007082"
539,"nm0659849"
5296,"nm0386570"
1237,"nm0698125"
5946,"nm0775573"
2968,"nm0525659"
4035,"nm0958387"
4335,"nm0925870"
1766,"nm0718645"
2296,"nm0387706"
2475,"nm0677953"
5539,"nm0341266"
2743,"nm0001024"
751,"nm0239298"
2455,"nm0957772"
3067,"nm0011173"
4781,"nm0593610"
3157,"nm0911061"
4003,"nm0637518"
5429,"nm0625789"
2314,"nm0382956"
374,"nm0736930"
1069,"nm0660966"
4086,"nm0101385"
4660,"nm0000829"
6125,"nm0474955"
6802,"nm0848017"
1510,"nm0794659"
4365,"nm0575523"
5888,"nm0359734"
4331,"nm0433892"
2386,"nm0824677"
6147,"nm0132095"
546,"nm0005436"
5232,"nm0868219"
4386,"nm0125803"
4386,"nm0268380"
4793,"nm0855035"
5186,"nm0000095"
4158,"nm0005222"
6014,NA
4243,"nm0424800"
4297,"nm0005540"
223,"nm0668247"
600,"nm0208864"
600,"nm0345524"
600,"nm0388599"
1296,"nm0000127"
2813,"nm0573589"
196,"nm0334552"
5988,"nm0412666"
5988,"nm0294758"
2364,"nm0002083"
3749,"nm0000399"
4244,"nm0629272"
5054,"nm0510731"
924,"nm0370911"
6542,"nm0850993"
2735,"nm0807416"
2927,"nm0959255"
2111,"nm0425756"
2930,"nm0492979"
3442,"nm0959034"
3701,"nm0707388"
3875,"nm0590676"
3875,"nm0590681"
6604,"nm0001081"
1,"nm0502039"
1474,"nm0118176"
1474,"nm0396074"
1474,"nm0632383"
1474,"nm0945674"
6515,"nm0084983"
1530,"nm0001219"
5732,"nm0450200"
4192,"nm0080661"
4352,"nm0399737"
2714,"nm0003620"
4353,"nm0026442"
2070,"nm0506576"
4428,"nm0000285"
2715,"nm0759207"
3174,"nm0027016"
6575,"nm0945026"
213,"nm0814694"
6630,"nm0000853"
39,"nm0838374"
612,"nm0001532"
1050,"nm0585011"
1311,"nm0002340"
2872,"nm0379237"
3001,"nm0005563"
3300,"nm1464813"
3377,"nm0375537"
3377,"nm0594985"
359,"nm0005387"
758,"nm0000631"
759,"nm0432627"
5070,"nm0643422"
1687,"nm0006787"
718,"nm0506613"
3363,"nm0619762"
5773,"nm0671210"
3663,"nm0738796"
5869,"nm0170863"
4055,"nm0790746"
4147,"nm0146960"
6006,"nm0027572"
4680,"nm0567126"
6781,"nm0906710"
146,"nm0336620"
1629,"nm0000362"
1882,"nm0004056"
1882,"nm0881279"
2274,"nm0846725"
2837,"nm0000233"
4235,"nm0711840"
4633,"nm0001716"
6871,"nm0954437"
6871,"nm0785164"
212,"nm0300866"
587,"nm0712430"
2804,"nm0000941"
4305,"nm0331532"
246,"nm0005069"
2727,"nm0204884"
957,"nm0388471"
6162,"nm0920425"
96,"nm0000165"
5709,"nm0001104"
1045,"nm0764816"
1690,"nm0537220"
5984,"nm0650390"
1207,"nm0000123"
6185,"nm0001129"
3445,"nm0001878"
2869,"nm0619599"
6711,"nm0751577"
6711,"nm0751648"
1661,"nm0444054"
1662,"nm0253819"
120,"nm0037136"
770,"nm0649488"
3506,"nm0240797"
6891,"nm0122602"
5606,"nm0527109"
2230,"nm0858239"
2806,"nm0812200"
3640,"nm0840097"
3973,"nm0000759"
5450,"nm0922386"
3418,"nm0463316"
2677,"nm0899121"
6039,"nm0256831"
2747,"nm0398185"
50,"nm0935863"
5489,"nm0197636"
2950,"nm0948134"
3800,"nm0019341"
6633,"nm0155637"
1247,"nm0913860"
1247,"nm0569479"
1247,"nm0645513"
1247,"nm0645657"
1247,"nm1988172"
1515,"nm0672769"
568,"nm0000264"
2765,"nm0719523"
3018,"nm0213450"
3018,"nm0761498"
534,"nm0121789"
4583,"nm0204934"
193,"nm3479259"
683,"nm0878638"
1516,"nm0001885"
2504,"nm0625458"
2636,"nm0765881"
6034,"nm0751080"
3600,"nm0302778"
6702,"nm0908824"
1671,"nm0295432"
1119,"nm0473120"
1119,"nm0687759"
2901,"nm0708014"
318,"nm0106230"
4650,"nm0363214"
2368,"nm0419653"
2400,"nm0000095"
591,"nm0345273"
2149,"nm0561813"
6541,"nm0002700"
4571,"nm0938645"
2738,"nm0664756"
4119,"nm1180460"
4119,"nm0177015"
3401,"nm0109359"
1511,"nm0551076"
1859,"nm0000361"
2176,"nm0000265"
5441,"nm0902939"
2548,"nm0824882"
5544,"nm0874164"
3462,"nm0263009"
4430,"nm0798820"
6549,"nm0001353"
206,"nm0788202"
6682,"nm0470443"
4529,"nm0505152"
2704,"nm0632354"
3009,"nm0378893"
4631,"nm0959774"
4800,"nm0689852"
6484,"nm0751221"
6236,"nm4258243"
6776,"nm0467225"
5569,"nm0872045"
5275,"nm0001355"
4134,"nm0755531"
6309,"nm0363553"
88,"nm0654830"
6089,"nm0458251"
3515,"nm1035818"
301,"nm0617042"
2941,"nm0455869"
828,"nm0622240"
1595,"nm0001410"
1312,"nm0414817"
3367,"nm0286975"
3653,"nm0001675"
3730,"nm0477193"
4448,"nm0796117"
4392,"nm0159507"
4673,"nm0994492"
6181,"nm0158984"
1402,"nm1068186"
685,"nm0149446"
2489,"nm0000487"
2700,"nm0745541"
3970,"nm0475905"
6725,"nm0330140"
6498,"nm0999525"
4831,"nm0000264"
6018,"nm0386382"
6018,"nm0411056"
6018,"nm0620132"
3015,"nm1007122"
3015,"nm1007180"
3015,"nm0465441"
3015,"nm0552830"
595,"nm0272704"
56,"nm0000965"
5908,"nm0566833"
3166,"nm0855613"
400,"nm0000601"
5082,"nm0107774"
5082,"nm0344259"
996,"nm1020301"
5652,"nm0000570"
3256,"nm0005366"
6188,"nm1019493"
3232,"nm0583675"
6641,"nm0586281"
1509,"nm0782430"
2665,"nm0637615"
3247,"nm1032759"
3308,"nm0464804"
3308,"nm2179963"
3326,"nm0424406"
4799,"nm0005363"
6923,"nm0441123"
6009,"nm0000812"
668,"nm0001486"
993,"nm0002199"
4236,"nm0711840"
6175,"nm0504642"
6175,"nm0477035"
3476,"nm1030706"
2010,"nm1048560"
1328,"nm0271485"
5785,"nm1091117"
4097,"nm0001060"
3466,"nm0015856"
522,"nm0005366"
131,"nm0462277"
2288,"nm0001060"
5741,"nm0086690"
6868,"nm0003418"
4225,"nm0482592"
2541,"nm0586281"
6771,NA
1271,"nm1104118"
5119,"nm0878638"
4808,"nm1032137"
2121,"nm0000116"
2242,"nm0666806"
2521,"nm0858525"
3314,"nm0001317"
4435,"nm0011470"
4435,"nm0038432"
4435,"nm0970447"
87,"nm0000436"
6723,"nm0138927"
2948,"nm0158966"
3891,"nm0291808"
526,"nm0001707"
5158,"nm0000750"
2562,"nm0006487"
2426,"nm0822012"
4185,"nm1071898"
2409,"nm0278181"
2409,"nm0998551"
962,"nm1055626"
1085,"nm0551128"
1297,"nm1089478"
1297,"nm1078164"
5286,"nm0533564"
1976,"nm0861527"
2125,"nm0000976"
4389,"nm0229694"
820,"nm0007082"
6375,"nm0001149"
4534,"nm0477035"
1486,"nm0001241"
2165,"nm0065615"
5402,"nm0074566"
2716,"nm0759207"
5932,"nm0555778"
5486,"nm0103744"
3636,"nm0680846"
6628,"nm0406624"
3238,"nm1031246"
602,"nm1103162"
1611,"nm0831690"
2294,"nm0190859"
3351,"nm0001565"
6026,"nm0501185"
377,"nm0075849"
377,"nm0700301"
415,"nm0781842"
1065,"nm0629334"
902,"nm0788202"
4298,"nm0001878"
1250,"nm0005647"
5668,"nm0266302"
3290,"nm1076296"
5811,"nm0172677"
4394,"nm0074426"
4394,"nm0421776"
4394,"nm1224299"
6772,"nm0072872"
6879,"nm0002352"
53,"nm0000490"
574,"nm0959062"
1368,"nm1125131"
1368,"nm1125458"
586,"nm1126346"
2264,"nm0092959"
2264,"nm0438394"
2264,"nm0862911"
2264,"nm0040404"
5500,"nm0000914"
3016,"nm0776271"
3085,"nm0298488"
3085,"nm0672492"
2418,"nm0423088"
1883,"nm0286975"
6058,"nm0001438"
806,"nm0000142"
1454,"nm0820787"
1555,"nm0715636"
1874,"nm0254786"
3544,"nm0569790"
153,"nm0001302"
4813,"nm0661791"
856,"nm0601619"
3222,"nm0001837"
2535,"nm0918640"
5638,"nm0635759"
4318,"nm0227578"
5729,"nm0442454"
3839,"nm0373282"
6483,"nm0692159"
6667,"nm0101508"
6667,"nm0661910"
4311,"nm0032911"
3066,"nm1145557"
467,"nm0467765"
470,"nm1656198"
5100,"nm0919514"
1897,"nm0775397"
5335,"nm0643422"
5713,"nm0384342"
4227,"nm0001219"
6514,"nm0492909"
444,"nm0000095"
275,"nm0958969"
