"id","tconst","directors","writers"
4327,"tt1217213","nm0304432,nm0391996","nm0304432,nm0391996,nm0746598,nm0737241"
2972,"tt1219342","nm0811583","nm0650089,nm2145339,nm0489691"
4728,"tt12198224","nm7141502","nm7141502"
1787,"tt12199714",NA,"nm4700680"
5344,"tt1220198","nm1069989","nm1069989,nm1844663"
4177,"tt1220602","nm1076427",NA
2654,"tt1220719","nm0948159","nm2774833,nm5335213"
3348,"tt12212104","nm6000153","nm0346588"
217,"tt1221932","nm2320332","nm2320332"
6926,"tt1222817","nm0178997","nm0048169,nm0720609,nm0416673,nm0771065,nm0740115"
259,"tt1223236","nm0774582,nm0288144","nm0774582,nm0991399,nm1630422"
1949,"tt1224378","nm1897071","nm0324690,nm0440022,nm0565144,nm1897071"
2626,"tt1225292","nm0775094","nm0775094"
1786,"tt1225822","nm0431918","nm0431918"
2094,"tt1226229","nm0831557","nm0831557,nm0781981"
137,"tt1226240","nm1597629","nm1597629,nm0343713"
3888,"tt1226251","nm0951197","nm2095966,nm0814473,nm2242949,nm0846969"
5189,"tt1226271","nm0393799","nm0604948,nm3030961"
2960,"tt12264482","nm6732205",NA
5412,"tt1226766","nm0378893","nm1547579,nm0665505"
2582,"tt1226774","nm0406334","nm1104036,nm1006581,nm0406334,nm0733988,nm2254846"
641,"tt1226837","nm0886976","nm1729294,nm0886976,nm2997310,nm2996954"
3816,"tt12269000",NA,"nm11556190,nm10382874"
5904,"tt12272734","nm2973010","nm2973010"
1371,"tt12275732","nm0331849","nm0331849"
2660,"tt1228705","nm0269463","nm0857620,nm0498278,nm1411347,nm1293367,nm0456158"
2985,"tt1228987","nm0716257","nm0716257,nm0512137"
3131,"tt12291542","nm7163301","nm0000636"
3338,"tt1229238","nm0083348","nm0312367,nm0032227,nm0625858"
404,"tt1229340","nm0570912","nm0002071,nm0570912"
2672,"tt1229360","nm0346550",NA
4261,"tt1230168","nm5282204","nm3005540,nm3003921,nm3004527,nm5282204,nm4411934"
198,"tt1230204","nm0823721,nm0562775","nm0823721,nm0661549"
6293,"tt1230385","nm2947553","nm2974384,nm2947553"
2679,"tt1230414","nm0583600","nm0583600"
4242,"tt1231277","nm1084723","nm1405911,nm0446819"
351,"tt1231580","nm0858525","nm0900140,nm0008743,nm0074184,nm0046564"
1617,"tt1231583","nm0680846","nm0169180,nm0293139,nm1186373,nm0680846"
127,"tt1231586","nm0339733,nm0404752","nm0339733,nm0404752"
2444,"tt1231587","nm0684336","nm0372222,nm1890845,nm1898234"
979,"tt1232207","nm0601619","nm0601619"
1902,"tt1232776","nm0036349","nm0036349"
4572,"tt1232783","nm0376664","nm0831457,nm1539257,nm0743093"
48,"tt1232829","nm0520488,nm0588087","nm0045209,nm1706767,nm0367895,nm0004798"
3479,"tt1233219","nm0001348","nm0325562,nm0001348"
4291,"tt1233227","nm0340436","nm1733317,nm1729303"
2664,"tt1233301","nm0257646","nm0257646,nm0440936,nm1893753"
3173,"tt12345220",NA,"nm11590203,nm3807209"
5084,"tt1234541","nm0343713","nm0110256"
5752,"tt1234548","nm0381416","nm0740160,nm1661186"
4011,"tt1234550","nm0006845","nm0006845"
4544,"tt1234553",NA,"nm1548597"
174,"tt1235166","nm0002191","nm0081179,nm0002191,nm2022382,nm2425150"
6759,"tt1235187","nm1392994","nm1392994"
2588,"tt1235434","nm1464952","nm1464952"
6145,"tt1235448","nm1721795","nm1721795,nm1734501"
911,"tt1235522","nm0400441","nm3017566"
3118,"tt1235536","nm0404485","nm1768443,nm0404485,nm0241121,nm0331453,nm0606328"
1088,"tt1235830","nm0973105,nm0973475,nm0874096","nm0554838,nm0874096"
4447,"tt1236373","nm0323219","nm0668247,nm0681914,nm11252244"
2361,"tt12384786","nm10413283","nm10413286"
4961,"tt1239216","nm0625791","nm0625791"
6903,"tt1240982","nm0337773","nm1144419,nm0078897"
2994,"tt12415866",NA,"nm8232566"
6834,"tt12421122","nm1184158",NA
2520,"tt1242432","nm0003458","nm2098346,nm0953392"
6699,"tt1242460","nm0708903","nm0708903,nm4094284,nm2651543"
3071,"tt1242545","nm0516360","nm0491956"
4927,"tt12426890","nm9794058","nm9794058"
4315,"tt12432676","nm1764918","nm1764918"
1053,"tt12432854","nm3243285",NA
3453,"tt1243945",NA,"nm0503585,nm0789737,nm0000668"
6167,"tt1243957","nm0003697","nm0003697,nm0003160,nm0271501,nm1362432"
339,"tt1243974","nm0001081","nm0001081"
1532,"tt12444168","nm0019860","nm1643388,nm0484475,nm0411416"
5013,"tt12444440","nm0183686","nm0183686,nm0136239,nm3296910,nm0433639"
945,"tt1244658","nm1642870","nm3039414,nm3039970,nm0383370"
1788,"tt1244659","nm0891114","nm0414608,nm2521452"
4575,"tt1244668","nm0015359","nm0015359,nm0100196"
6585,"tt1244858","nm3036194","nm0949023,nm3040914"
4515,"tt12454162",NA,"nm5314411"
5879,"tt12454704","nm11807187","nm12050346"
6332,"tt1245492","nm1698571,nm0736622","nm0736622,nm1698571,nm1083540"
4058,"tt1245526","nm0777881","nm0388377,nm0388375,nm1979137,nm1216642"
4524,"tt1245534","nm0127935","nm1538885,nm3134912"
6552,"tt1247436","nm0930550","nm0930550"
5393,"tt1247662","nm2360037","nm2360037"
4438,"tt1247692","nm0665321","nm2659289,nm5026684"
6841,"tt1247704","nm0349406","nm0349406"
969,"tt12483128","nm0187763","nm9807007"
2826,"tt1250777","nm0891216","nm0963359,nm0891216,nm2092839,nm1348210"
6693,"tt12518970","nm5818761","nm5818761,nm2158185,nm0759866"
5749,"tt12530166",NA,"nm0583826"
68,"tt1253863","nm1729171","nm0811583,nm0426500,nm0588340"
5370,"tt1254322","nm0442455","nm0098919,nm3580391"
1357,"tt1254978","nm0054862","nm0054862,nm0324233,nm0552423,nm1137278"
4393,"tt12550376","nm2071556","nm0759125"
1079,"tt12557760","nm1901100","nm1764900"
2403,"tt1255919","nm1000113","nm1000113,nm0236279"
2593,"tt1255953","nm0898288","nm1416431,nm0898288,nm4034068"
1684,"tt12561774","nm2183388",NA
1768,"tt1258197","nm0371955","nm0371955,nm3089840"
4156,"tt1258233","nm0424878","nm0424878"
5727,"tt1258972","nm0753526","nm0753526,nm0744834"
3278,"tt1259014","nm0724938","nm1626500,nm2022382,nm0724938"
5085,"tt1259521","nm1206844","nm0923736,nm1206844"
1427,"tt1259528","nm0345615","nm0345615,nm0771228"
6193,"tt1259571","nm0919363","nm0742279,nm2769412"
4016,"tt12599276","nm6710958","nm6710958"
2110,"tt1260502","nm0651900","nm0794385,nm0411872"
853,"tt12608018",NA,"nm0569210,nm11697341"
4367,"tt1261945","nm0455078","nm0455078,nm0124299,nm0823015"
2344,"tt1261975","nm0044735","nm0044735,nm0000636"
2724,"tt1262410",NA,"nm0005358"
4314,"tt1262416","nm0000127","nm0932078"
1170,"tt1262877","nm0255362","nm0255362,nm0858277"
2037,"tt12628992",NA,"nm1183854,nm0625754"
6852,"tt1262981","nm0001281","nm0001281"
1255,"tt1263670","nm0178376","nm0178376,nm3084575"
4208,"tt1263750","nm0575523","nm1471503,nm0575523,nm0297545"
4991,"tt1263778","nm0393394","nm0393394,nm0851522,nm0478548"
6178,"tt1264115","nm1088868","nm1330431,nm1088868,nm2180903"
3040,"tt1264904","nm1016687","nm1016687,nm0897065,nm0149260,nm0331453,nm1615967,nm1046729"
4217,"tt12654846","nm0994254","nm0994254,nm5419707"
6004,"tt1265990","nm0160157","nm1867458"
6592,"tt1266036","nm2079484","nm0485229,nm0186988,nm0848090"
200,"tt1268799","nm0833889","nm1375358,nm1376383"
3554,"tt1268809","nm0317368","nm0026829,nm0317368,nm0041980"
3692,"tt1268987","nm3087552","nm0506094,nm3087441"
2525,"tt12703400","nm11735012","nm11735012"
5947,"tt12706554",NA,"nm4295256,nm4583904,nm1754690"
1524,"tt1270761","nm2552536","nm0868219,nm0730422,nm0571111"
2298,"tt1270835","nm1697112","nm1697112"
2360,"tt12719600","nm4436444","nm4436444,nm6286947"
6395,"tt1271989","nm3092600,nm3093094",NA
1419,"tt1272012","nm0097079","nm0097079"
35,"tt1272878","nm0466349","nm1398578,nm1556427"
985,"tt1272881",NA,"nm0003164,nm0754581"
3867,"tt12731850",NA,"nm11790644"
3061,"tt1273221","nm3810122","nm0360106,nm0025007"
182,"tt1273235","nm3094978","nm1480472,nm3094978"
6098,"tt1273678","nm0505152","nm0077080,nm0007079,nm0201304"
6827,"tt12742554","nm11751180",NA
3025,"tt1274296","nm1880390","nm2092917"
1632,"tt1274586","nm0001707","nm0001707"
1920,"tt12748008","nm1266897","nm11753581"
279,"tt12751926","nm8270312","nm8270312"
5742,"tt12752854",NA,"nm5433925"
4085,"tt12757836",NA,"nm5291262"
4909,"tt12759106","nm9378011","nm9378011"
3074,"tt1276104","nm0426059","nm0426059"
178,"tt1276419","nm1064048","nm4864795,nm1065452,nm1064048"
3169,"tt12768944","nm5495792","nm5495792"
2478,"tt1276962","nm2288785","nm2288785,nm5017240"
6107,"tt1277737","nm0637493","nm0637492,nm0637493,nm3120590"
3143,"tt1277953","nm0201509,nm0569891,nm0970447","nm0201509,nm0000876,nm0123666,nm1129905,nm2593444"
1377,"tt1278340","nm2482088","nm2482088,nm2552337"
5452,"tt12788744","nm5672935","nm11770477,nm5672935"
3982,"tt12805582","nm9678782","nm9678782"
2921,"tt12819904","nm10952172","nm10952172"
1644,"tt1282140","nm0323239","nm1421629"
2093,"tt12837240",NA,NA
3435,"tt12838328","nm11533334","nm11533334"
2547,"tt12840402",NA,"nm11792028,nm11792027"
578,"tt1284575","nm0440458","nm1969144,nm1072409"
6473,"tt12845844","nm9841823","nm9841823"
6112,"tt1285009","nm1266897","nm1052162,nm2406892"
6082,"tt1285016","nm0000399","nm0815070,nm0583826"
5566,"tt1285309","nm0097517","nm0227870,nm0097517"
1939,"tt1286537","nm0448422","nm0448422,nm1015409,nm0731324"
4117,"tt12865638",NA,"nm7668749"
1030,"tt1287468","nm0679031","nm1943855,nm0070368,nm0720135,nm0275629"
6558,"tt1288403","nm0404882","nm0745330,nm0500609,nm0002041,nm3191486"
1762,"tt1288558","nm1793079","nm1793079,nm2140186,nm0000600"
4579,"tt12887364",NA,"nm3231800"
2117,"tt1289401","nm0082450","nm1767754,nm0082450,nm0718645,nm0000101,nm0000601"
2287,"tt1289406","nm2905562","nm0949558"
3831,"tt12906622","nm5176890","nm2402561,nm2286104,nm5176890"
666,"tt1291147","nm3131072",NA
264,"tt1291547","nm1910738",NA
6209,"tt1291566","nm0159900","nm0159900,nm1227375"
675,"tt1291580","nm0001752","nm0481418,nm1281443,nm5674732"
6681,"tt1291584","nm0640334","nm0640334,nm3294574,nm0233561"
6467,"tt12916062","nm0204628",NA
2473,"tt1292566","nm0228542","nm0463359,nm0799050,nm1401416,nm0875710"
6869,"tt1293847","nm0142286","nm0929186,nm2400444"
4543,"tt1294213","nm0002718,nm0505522","nm0002718"
5624,"tt1294226","nm1455688","nm0817023,nm3491486"
4943,"tt1294970","nm0004675","nm0850044,nm0206646"
5315,"tt12966054",NA,"nm8113229"
2797,"tt12968376","nm7216456","nm7216456"
6653,"tt1296898","nm0005077","nm0011376"
6657,"tt1296899","nm0444096","nm0565069,nm0444096"
5824,"tt12969602",NA,"nm0725075"
3269,"tt1297290","nm0182276,nm0267943,nm0337833","nm0182276,nm0267943,nm0337833"
1101,"tt12975850","nm11291113","nm11291113"
5516,"tt1298644","nm1128050","nm0788630,nm0377417,nm0490958,nm2356614"
6240,"tt1298649","nm1676223","nm2972864,nm0736622,nm1698571"
3856,"tt1298650","nm0551128","nm0254645,nm0744429,nm0064181,nm0938684,nm0694627"
3774,"tt1298713","nm1821879","nm1821879"
5048,"tt1300851","nm0240627","nm0240627,nm1232198"
2661,"tt1300854","nm0000948","nm1510800,nm0000948,nm0498278,nm1411347,nm1293367,nm0456158,nm1979137,nm2137463"
5555,"tt1302006","nm0000217","nm0001873,nm3153307"
2899,"tt1302011","nm0950775","nm0008743,nm0074184,nm0717550,nm0903456"
75,"tt13020194","nm0104200","nm0104200,nm0740622,nm0829661"
6882,"tt1302067","nm0108094","nm0893262,nm0827985,nm0178589,nm0053484,nm0360253"
1413,"tt1303828","nm0824220","nm0824220"
3797,"tt1305059","nm0325452","nm1659841,nm7254347"
3210,"tt1305591","nm0920425","nm0920425,nm3352441,nm0106455"
1793,"tt1305730","nm1703596,nm0477041","nm1703596,nm3160046,nm0477041"
1718,"tt1305797","nm0788171","nm0788171,nm0837675,nm1618886,nm4157919"
6041,"tt1305806","nm0002728","nm3160078,nm0002728"
6468,"tt13059154","nm6250496","nm1864771,nm2309894"
4337,"tt1307068","nm1032521","nm1032521"
5449,"tt1308728","nm0005008","nm1787651,nm1032300"
934,"tt1308729","nm0001353","nm0131947,nm1989798,nm5631325"
3147,"tt13100714","nm3542524",NA
6180,"tt13109952","nm2482088","nm2482088,nm3479369,nm3480267"
210,"tt1311060","nm0955974","nm0439499,nm0955974"
4677,"tt13117720","nm3439604","nm3439604"
1854,"tt1312235","nm0537721","nm0537721,nm3082496"
3518,"tt13123502","nm5129386","nm5129386"
3915,"tt13125004","nm4104149","nm4104149"
3079,"tt13130838","nm3281213,nm5408720,nm3827236","nm5408720,nm5407648,nm3281213,nm3827236"
420,"tt1313092","nm2391575","nm2391575"
5168,"tt1313104","nm2694309","nm0598531"
5318,"tt1313113","nm0522393","nm0039185,nm0522393"
5838,"tt1313139","nm0267497","nm0375043,nm2690957"
2584,"tt1313230","nm0368690","nm0368690"
1470,"tt1314228","nm0492909","nm0492909"
6676,"tt13142704",NA,"nm0920229"
3572,"tt1314656",NA,"nm0159109,nm0874844"
3822,"tt13150474","nm11923499","nm11923499"
188,"tt1315981","nm1053530","nm0410877,nm1053530,nm3179694"
743,"tt1316037","nm1343100","nm1343100"
6858,"tt1316622","nm1042371","nm1027626"
1951,"tt1317479",NA,"nm0401738,nm0000636,nm0833089"
378,"tt1318044","nm0453270","nm3208297"
4150,"tt1318514","nm1012501","nm0415425,nm0798646,nm0099541"
5719,"tt1318517","nm0000416","nm0000416,nm0342617,nm0148859"
460,"tt1319004","nm1170265","nm1170265"
3727,"tt13192468",NA,"nm11414366,nm2675640"
3028,"tt1319718","nm0227625","nm0000329"
4453,"tt13199804",NA,"nm4510746"
5294,"tt1320253","nm0000230","nm1709264,nm0000230"
2223,"tt1320261","nm1224299","nm0830294,nm0831557,nm0842605"
5970,"tt1320291","nm0871188","nm0871188"
3500,"tt13217512","nm6963836","nm12284088,nm11952529,nm6963836"
2075,"tt1321870","nm0281508","nm3263825,nm4624299"
520,"tt1322269","nm0920274","nm0504832"
2883,"tt1322332","nm3192172",NA
4865,"tt1322397","nm1402531","nm2963063"
1439,"tt1323594","nm1853544,nm0719208","nm0666791,nm0202425,nm0655053"
6179,"tt1323973","nm0597673","nm0597673"
6190,"tt1324999","nm0174374","nm0742279,nm2769412"
6192,"tt1325004","nm1720541","nm0742279,nm2769412"
6122,"tt1325031","nm0110821,nm4362797","nm0110821"
1141,"tt13258918","nm0804556","nm2933757,nm0436164"
3938,"tt13259794","nm10919550","nm10919550"
530,"tt13261268","nm1376068","nm1376068"
4954,"tt1326733","nm0034531",NA
4281,"tt1326962","nm1181296",NA
2437,"tt13276440","nm4164570","nm4164570"
5081,"tt1327773","nm0200005","nm0834960,nm1665973"
918,"tt1327820","nm1645978","nm3213566,nm1645978"
854,"tt13279792","nm6171823","nm6171823"
797,"tt13280054","nm0026442","nm4816650"
4706,"tt13292336",NA,"nm5810399,nm4412427"
2060,"tt1329457","nm2677924","nm2677924"
4056,"tt13298522","nm4752017",NA
5045,"tt1330018","nm0963082","nm0681852,nm0963082"
4910,"tt13304302","nm3006052",NA
3889,"tt1330613","nm2732000","nm2732000"
6003,"tt13315340","nm4442594","nm4442594,nm6223290,nm1683669"
2682,"tt13321276",NA,"nm8900232"
3892,"tt1332579","nm0505152","nm0411477,nm0505152,nm0698493,nm0947395"
3396,"tt1333125","nm0006969,nm0109359,nm0139867,nm0192090,nm2086105,nm0001162,nm0268380,nm1158962,nm2455747,nm0348181,nm0711840,nm1743387,nm0644022","nm2415313,nm2326580,nm0088546,nm3913565,nm2455747,nm3287345,nm3666380,nm5621285,nm5621400,nm5621376,nm0137800,nm1743387,nm2032481,nm1158962,nm0765563,nm1856892,nm0698119,nm0348181,nm0644022,nm2695453"
6671,"tt13334054","nm6888028,nm6888030,nm8738941","nm8685730,nm6888028"
6482,"tt13338724","nm9382008","nm9382008"
5979,"tt1334102","nm0427037","nm0427037,nm0650601"
3526,"tt1334260","nm0738796","nm0307497,nm0410958"
76,"tt1335975","nm0727754","nm0604555,nm0024925,nm1023578"
6235,"tt13363938",NA,"nm7933856,nm3276525"
1892,"tt13364190","nm0992370,nm3924068","nm3924068"
4173,"tt1336608","nm0788202","nm0857620,nm0195476,nm1615610"
1694,"tt1337614","nm1117510","nm3233200"
6198,"tt13380194","nm12027579","nm12027579"
1426,"tt13392012","nm0088955","nm0088955"
5356,"tt13400142","nm2791904","nm2146818"
2560,"tt1340107","nm0081540","nm0421314,nm0081540,nm0630955"
4872,"tt1340138","nm0851930","nm0436164,nm0527261,nm0000116,nm0005036"
2839,"tt13405368",NA,"nm1815707"
1672,"tt1340773","nm0349406","nm0349406"
6378,"tt1340800","nm0019247","nm0494170,nm2091799,nm1661186"
1968,"tt1341167","nm0606439","nm0606439,nm1095060,nm1104036,nm1006581"
2465,"tt1341188","nm0000985","nm0000985"
5886,"tt13415872","nm0592085","nm5479043"
5373,"tt1343097","nm0019242","nm0296926,nm2297183,nm0752968"
1596,"tt1343727","nm0871428","nm0905957,nm0264338,nm0307497"
4002,"tt1343755","nm0001709,nm0478194","nm2873754,nm0001709"
5197,"tt1345836","nm0634240","nm0634300,nm0634240,nm0275286,nm0004170"
5978,"tt1346308","nm2176524,nm5897186","nm2660088,nm2176524"
2346,"tt1347522","nm0849562,nm0190024","nm0190024"
1810,"tt13497614","nm7765745",NA
1293,"tt1350484","nm0899329","nm1116793,nm0740311"
2691,"tt1351685","nm0001741","nm0501359,nm0003160,nm0836081,nm0229694"
1378,"tt1351741","nm0218554","nm0218554,nm3270307"
585,"tt13522784","nm3090180","nm3090180"
4836,"tt1352455","nm0901861","nm0901861"
1105,"tt1352824","nm0000382","nm0933379,nm0284774"
1990,"tt1355217","nm0938105","nm0092847"
2546,"tt1355630","nm0191712","nm0189272,nm3259208"
5535,"tt1355631","nm1026778","nm5984688,nm2452397"
5953,"tt1355638","nm3284014,nm2677924","nm2677924,nm4387238"
761,"tt1355683","nm0178376","nm3286851,nm0125336,nm3251662,nm3238883"
5204,"tt1356398","nm3387674","nm3387674"
4424,"tt13572294",NA,"nm2077283,nm0795832"
3659,"tt13609872","nm0705165","nm2671926,nm0705165"
883,"tt13610356","nm12127813","nm1505294"
6416,"tt13611622",NA,NA
2168,"tt1361318","nm0313227","nm2951879,nm1031176"
1937,"tt13617100","nm2809010","nm2809010"
4440,"tt13617362","nm11503578,nm10540640","nm10540640"
1168,"tt1362058","nm2775497","nm2775497,nm1231249,nm1712417"
4573,"tt13622768","nm6839636","nm6839636"
2237,"tt13635362","nm0940292",NA
2469,"tt13648228","nm1830380,nm0918078","nm0918078,nm1830380"
62,"tt1365048","nm4029670","nm0803314,nm2734866,nm4026430"
640,"tt1365050","nm1560977","nm1560977,nm3303697"
6402,"tt1365519","nm1012385","nm4039044,nm3322414,nm2489193,nm1897248,nm2824501"
1989,"tt13659518",NA,NA
5128,"tt1366365","nm1333798","nm0007045,nm2275309"
2911,"tt13677512","nm1024868","nm1024868"
4197,"tt13683868","nm12165502",NA
5337,"tt1368858","nm2940732","nm0209856,nm2940732,nm12485629"
2150,"tt13689492",NA,"nm12168445"
6120,"tt13694706","nm0444870","nm9926250"
4489,"tt1370413","nm0661751","nm0089742,nm0826041"
6204,"tt1370897","nm2635975","nm5095157"
1156,"tt1371111","nm0878756,nm0905154,nm0905152","nm3290967,nm0905154,nm0878756,nm0905152,nm4339295"
6333,"tt1371150","nm0506613","nm2267086"
3148,"tt1371155","nm0170719","nm0412470"
5575,"tt1371160","nm0602941","nm0602941,nm1623493,nm3330126"
5546,"tt13726852","nm1416227","nm1416227"
243,"tt1372717","nm2328220",NA
6603,"tt13727706","nm7926155","nm7926155"
4638,"tt1373238",NA,"nm3058810"
6577,"tt1373250","nm0527665","nm0527665,nm0688908"
6906,"tt13735138","nm12188788",NA
3499,"tt13745764","nm8678191","nm8678191"
805,"tt1374840","nm1797161","nm1791061,nm1797161"
3936,"tt1374989","nm0824882","nm0824882,nm0000807,nm0334381"
2594,"tt1375666","nm0634240","nm0634240"
2213,"tt1375670","nm0240797","nm0001191,nm0937748"
85,"tt1377259","nm2403939","nm2403939"
6229,"tt13774926","nm12202795","nm12202737,nm12202795"
4111,"tt13780266","nm12204616","nm12204616"
5242,"tt1379177","nm2128335","nm2128335"
1514,"tt1379182","nm0487166","nm3328207,nm0487166"
1472,"tt13802348","nm2270936",NA
5143,"tt1381404","nm0000602","nm0229644,nm1428002"
6889,"tt1381418","nm0373154","nm0373154"
1844,"tt1381505","nm1401857","nm0006790,nm1401857"
1977,"tt1382233","nm0661158","nm0661158"
6005,"tt1382725","nm0097785","nm0097785"
1465,"tt13834480","nm0629306,nm0778772","nm2732149"
4744,"tt13836570","nm12228913",NA
277,"tt13836656","nm6865703","nm6865703"
4912,"tt1385826","nm1079776","nm1079776,nm0001140"
1232,"tt1385867","nm0003620","nm0191523,nm0191502"
5842,"tt1386588","nm0570912","nm0570912,nm0376260"
4411,"tt1386691","nm3349927","nm3349927"
4746,"tt1386697","nm0043742","nm0043742,nm1694619"
6424,"tt1386703","nm0936482","nm0934483,nm0093560,nm0795953,nm0639321,nm0693956,nm0325778"
4497,"tt13883404","nm8689212","nm8689212"
1559,"tt1389072","nm0668247","nm0668247,nm0852591"
4649,"tt1389096","nm0001770","nm1202838"
6698,"tt1389137","nm0001081","nm0112459,nm0001081,nm3349167"
6754,"tt1389139","nm0143984","nm3357261"
2267,"tt1390405","nm0488623,nm0488626","nm0488623,nm0488626,nm0634099"
2577,"tt1390411","nm0000165","nm0495378,nm0415425,nm0798646,nm1090930"
2940,"tt13920574","nm5566904","nm5566904"
5504,"tt1392170","nm0002657","nm0002657,nm1056741,nm0712753"
3140,"tt1392190","nm0004306","nm0004306,nm0565068,nm0490147"
3204,"tt1392197","nm0223359","nm0711422,nm0224084,nm1685870,nm3688945"
3547,"tt1392249","nm0401176","nm1095800,nm0492288"
272,"tt1393746","nm0271815","nm1407934,nm4207856"
3410,"tt1396218","nm0914132","nm1890845,nm1898234,nm2972864,nm4360800,nm4361074"
3775,"tt1396221","nm0322248","nm0322248"
4826,"tt1397280","nm0576298","nm0000108,nm0436543"
2851,"tt13974104","nm12369638,nm11637951",NA
2759,"tt1397514","nm0679031","nm0348160,nm0348208,nm0653693,nm0894523"
4709,"tt1398426","nm0336620","nm6707680,nm0075696,nm0767655,nm0921023"
6821,"tt1399683","nm0335138","nm0335138,nm1367893,nm0940410"
570,"tt13997634","nm3355435","nm3355435,nm6229478"
3539,"tt14008348",NA,NA
1326,"tt1401113","nm0177328,nm1918538,nm3259753,nm0613562,nm1245378,nm3793155,nm0880870","nm0019604,nm1737422,nm0460965"
6560,"tt1401152","nm1429471","nm0124700,nm0180508,nm0885857"
6261,"tt1402409","nm0841260","nm3384711"
2270,"tt1402488","nm0004306,nm0248495,nm1668276","nm0004306,nm0248495,nm0171253,nm0515282,nm0171722,nm0606688"
1194,"tt1403144","nm0812862","nm0812862,nm0502859,nm1492316"
3758,"tt1403214","nm0782430","nm0782430,nm1072411"
6837,"tt1403241","nm0371684","nm0371684"
6474,"tt1403865","nm0001053,nm0001054","nm0001054,nm0001053,nm0692427"
6001,"tt1403988","nm0630633","nm0630633"
465,"tt14041726","nm8168644","nm8168644,nm12315217,nm6815207,nm12066638"
3524,"tt14066510","nm6149740","nm6149740"
348,"tt1407049","nm1543846","nm0083590"
2799,"tt1407061","nm1065402","nm0254288"
3880,"tt14077698",NA,"nm1569929"
4654,"tt1408101","nm0009190","nm0649460,nm0476064,nm0511541,nm0734472"
233,"tt14082266","nm2948557","nm12333287,nm2948557"
812,"tt1409004","nm0136631","nm0136631"
3503,"tt1409116","nm1359229","nm0097897,nm3386803"
1145,"tt14097376","nm5558049","nm5558049"
5328,"tt1410063","nm0955443","nm0514936,nm0945802"
2067,"tt14110490",NA,"nm12258519,nm12345637"
4131,"tt1411250","nm0878638","nm0878638,nm0923646,nm0003117"
925,"tt1411664","nm0103744","nm0001191,nm0184445,nm0841910"
5446,"tt1411697","nm0680846","nm0563301,nm0035905,nm0680846,nm0524190,nm0601859"
4997,"tt1412386","nm0006960","nm0662530,nm0595738"
4817,"tt1412528","nm0998825","nm0243233,nm0243231,nm0998825"
17,"tt1413492","nm3350420","nm0848217,nm0185976,nm3066678"
4946,"tt14140354","nm10201202","nm10201202"
6884,"tt1414382","nm0275698","nm0420596"
5637,"tt14146932","nm0202999","nm13201856,nm1008154"
1067,"tt14150340",NA,"nm4586604"
4258,"tt14151124","nm12364576","nm12364581"
2840,"tt1416801","nm0378144","nm0378144,nm1764933,nm1020913"
2566,"tt1417075","nm0002140","nm2051351,nm3433061"
4345,"tt14171642",NA,"nm12294927"
205,"tt14174862","nm12374435,nm12376949",NA
6379,"tt1418278","nm0034925","nm1029587"
2528,"tt1418377","nm0064181","nm0064181,nm0340485,nm0791217"
3019,"tt1418702","nm0169253",NA
258,"tt14205772","nm14282159",NA
4556,"tt1421051","nm0001068","nm0001068"
1399,"tt14211926","nm6025874","nm6025874"
6660,"tt14213162",NA,"nm2803507,nm12390318"
3622,"tt14220422","nm2606607","nm13577161,nm1856954,nm2606607,nm12393697"
3696,"tt1422101","nm0673829","nm0673829,nm1356951"
143,"tt1422136","nm1402202","nm1402202,nm1402203"
887,"tt14226746","nm1381358","nm10540716"
1423,"tt14242704","nm13348884","nm13348884"
1103,"tt1424310","nm0000329","nm0150894,nm0000329,nm8281888,nm0849282,nm0867262"
2510,"tt1424797","nm0230859","nm0230859"
6475,"tt1425257","nm0950759","nm1644613"
6629,"tt1426388","nm3515833","nm0472567"
6675,"tt1426389","nm3163561","nm3445657"
5411,"tt14264918","nm12412750","nm2561765"
1608,"tt1427206",NA,"nm0204313,nm0277759"
2310,"tt1428457","nm0134503","nm0134503"
2263,"tt1428538","nm2482088","nm2482088,nm0342278,nm0342303"
2977,"tt14286000","nm0542450","nm9297177,nm0542450,nm11134039"
826,"tt14293072","nm2728695","nm2728695"
6054,"tt14299894",NA,"nm12425147"
486,"tt1430607","nm0809877,nm0176905","nm0063165,nm0809877"
888,"tt1430612","nm0216214","nm0000108,nm1098947,nm3375122"
722,"tt1430615","nm0477129","nm0024856,nm0066764,nm11323314"
1382,"tt1431045","nm1783265","nm1014201,nm1116660"
3459,"tt14317008","nm12432462","nm12432462"
3026,"tt1432066","nm3444053","nm3444053"
3802,"tt1432243","nm2292196,nm2289064","nm2292196"
6391,"tt14328374","nm2933328","nm2933328"
3899,"tt14332378","nm1961514","nm12439098,nm1961514"
3924,"tt14332642","nm12439281","nm12439284"
5395,"tt14349032","nm1357855","nm1919309,nm0664061,nm1357855"
4540,"tt14358494",NA,NA
3814,"tt14361936","nm4435829","nm4435829"
3110,"tt1436559","nm0000551","nm1184635,nm1680346"
495,"tt1436568","nm0053228","nm1119838"
6520,"tt14369286","nm5469712","nm6387918"
1283,"tt1437224","nm1458108,nm1531700,nm1402557,nm1970598,nm2196782","nm1402557,nm1323362,nm1953701,nm2196782"
1062,"tt1438254","nm0824882","nm0668902,nm0171474,nm1639636"
5206,"tt1438468","nm0465270","nm0465270"
1915,"tt14384866","nm3656010","nm12459332,nm4669390"
3807,"tt1439572","nm0533284","nm0007344"
