"id","nconst"
632,"nm0506298"
632,"nm0058290"
5266,"nm0389027"
5266,"nm0547938"
5266,"nm0701090"
5266,"nm0126566"
5266,"nm0260011"
5266,"nm0546121"
5266,"nm0884388"
5266,"nm0176302"
5266,"nm0237571"
5386,"nm0074788"
5386,"nm0354913"
5386,"nm0005906"
5386,"nm0675356"
5386,"nm0841501"
5386,"nm0615306"
5386,"nm0005993"
5386,"nm0906618"
2300,"nm1121405"
5751,"nm0653865"
3478,"nm0822552"
3478,"nm0015366"
3478,"nm0136888"
3478,"nm0623417"
3478,"nm0187663"
5882,"nm0264575"
5882,"nm0106922"
5882,"nm0332998"
5882,"nm0669410"
5882,"nm0679907"
5882,"nm0385877"
5882,"nm13012653"
5882,"nm0151606"
5882,"nm0136886"
5882,"nm0250366"
3992,"nm15140063"
4355,"nm0454920"
4355,"nm0396327"
4355,"nm0245536"
4355,"nm0504380"
4355,"nm0175068"
4355,"nm0713259"
4355,"nm0576362"
4355,"nm0213009"
4355,"nm0369841"
4355,"nm0593477"
4355,"nm0000036"
4355,"nm0318040"
4155,"nm0127657"
4155,"nm0110567"
4442,"nm0132223"
4442,"nm0241758"
4595,"nm0591103"
4595,"nm0492103"
4595,"nm0641114"
4595,"nm0588928"
6644,"nm0310789"
6644,"nm0264229"
6644,"nm0058202"
1557,"nm0722347"
1557,"nm0072437"
1557,"nm0410216"
1557,"nm0916828"
1557,"nm0637040"
1557,"nm0723722"
5364,"nm1070961"
5364,"nm0807667"
5364,"nm0267650"
5364,"nm0004592"
5364,"nm1193626"
5364,"nm0090213"
5364,"nm0222354"
5364,"nm0354229"
5364,"nm0115669"
5364,"nm0000036"
5364,"nm0089162"
5364,"nm0533045"
5364,"nm0002301"
5364,"nm0232592"
5364,"nm0444172"
5364,"nm0675356"
5364,"nm0147070"
5364,"nm0623189"
2265,"nm2615621"
2265,"nm2617958"
2265,"nm0474428"
2265,"nm0873934"
2265,"nm0626035"
2265,"nm0802512"
2265,"nm0320559"
2265,"nm0575963"
2265,"nm2610509"
5708,"nm0021477"
5986,"nm0367516"
5986,"nm0109895"
5986,"nm0356233"
5986,"nm0402842"
5986,"nm0855992"
6493,"nm0201615"
6816,"nm0875983"
6816,"nm0808387"
6816,"nm0001966"
6816,"nm0425456"
6816,"nm0521002"
6816,"nm0675091"
6816,"nm0107151"
6816,"nm0035159"
6816,"nm0766850"
6816,"nm0736777"
6816,"nm0510024"
5866,"nm0266029"
5866,"nm0003433"
5866,"nm0037625"
5866,"nm0527127"
5866,"nm0217865"
5866,"nm0195956"
5866,"nm0075551"
5866,"nm0776914"
5866,"nm0798564"
5866,"nm0712416"
5866,"nm0036307"
5866,"nm0488216"
5866,"nm0773138"
5868,"nm5512487"
5868,"nm0241227"
5868,"nm0580692"
5868,"nm0767811"
5868,"nm0473134"
5868,"nm0462169"
5868,"nm0894802"
5885,"nm1256418"
4486,"nm6597288"
4486,"nm0165470"
920,"nm7433977"
920,"nm6284025"
1336,"nm0556953"
1336,"nm0288715"
2039,"nm0497109"
2039,"nm0288742"
2039,"nm0487973"
2039,"nm0367612"
2039,"nm0917857"
5537,"nm0211048"
5537,"nm0010442"
5537,"nm0132351"
5537,"nm0792717"
5537,"nm0821290"
4700,"nm0290766"
4700,"nm0186413"
4700,"nm0903079"
6359,"nm0051628"
6359,"nm0507258"
6273,"nm0346354"
418,"nm0860191"
418,"nm0744917"
418,"nm0555597"
418,"nm0555688"
418,"nm0753452"
418,"nm2580347"
418,"nm0442151"
418,"nm0241669"
418,"nm0410303"
418,"nm0340063"
418,"nm0815049"
2394,"nm0286721"
2394,"nm0177599"
2394,"nm0390279"
2394,"nm0362267"
2394,"nm0024739"
2394,"nm0413590"
3678,"nm0238345"
3678,"nm0900813"
3678,"nm0860374"
3678,"nm0646851"
3678,"nm0226501"
3678,"nm0939706"
3678,"nm0254502"
3678,"nm0494964"
3678,"nm0660923"
6737,"nm0011343"
6737,"nm0480677"
5350,"nm0831889"
5350,"nm0002285"
5350,"nm0579663"
5350,"nm0838843"
5350,"nm0570451"
5350,"nm0146185"
2867,"nm0903740"
2867,"nm0089342"
2867,"nm0295933"
2867,"nm0163247"
5710,"nm0580916"
5710,"nm0865298"
5710,"nm0254609"
5710,"nm0007220"
5710,"nm0226502"
5710,"nm0559059"
5710,"nm0199841"
5710,"nm0296859"
3299,"nm0680178"
3299,"nm0675545"
5937,"nm0007219"
5937,"nm0940589"
5937,"nm0455706"
5937,"nm0580240"
5937,"nm0567515"
5937,"nm0321891"
5937,"nm0109148"
5937,"nm0640495"
4485,"nm0911357"
4485,"nm0726346"
1982,"nm0325135"
1982,"nm0896109"
1982,"nm0744441"
1982,"nm0045754"
1982,"nm0285922"
2501,"nm0392096"
2501,"nm0391763"
5830,"nm0001784"
5830,"nm0697362"
5830,"nm0506349"
4843,"nm0807580"
4843,"nm0358076"
4843,"nm0001577"
6602,"nm0003433"
6602,"nm0776914"
6780,"nm0068705"
1614,"nm0555597"
1614,"nm0448012"
1614,"nm0436095"
1614,"nm0000050"
1614,"nm0241669"
1614,"nm0585481"
1614,"nm0748438"
1614,"nm0555688"
1614,"nm0129894"
1614,"nm2580347"
1614,"nm0555617"
1614,"nm0674759"
3715,"nm0198713"
3715,"nm0223287"
6920,"nm0494276"
6920,"nm0498882"
6920,"nm1878098"
6920,"nm1872329"
6920,"nm0238994"
6920,"nm0699144"
6920,"nm0226769"
6920,"nm0217787"
6920,"nm0729960"
6920,"nm0897118"
4929,"nm0922818"
4929,"nm0187711"
4929,"nm0055693"
4929,"nm0175583"
4929,"nm0885876"
4929,"nm0092900"
4929,"nm0595451"
4929,"nm0370833"
2904,"nm0006144"
2904,"nm0347447"
2904,"nm0154438"
2904,"nm0498882"
2904,"nm0442100"
2904,"nm0800302"
2904,"nm0636677"
2904,"nm0663077"
2904,"nm0202120"
2904,"nm0318888"
2904,"nm0729960"
2904,"nm0897118"
2904,"nm0226769"
2904,"nm0546621"
2155,"nm0443521"
2155,"nm0500707"
2155,"nm0439059"
2555,"nm0064792"
2555,"nm0817021"
2555,"nm0703508"
2555,"nm0399955"
2555,"nm0913444"
2671,"nm0002768"
2671,"nm0011343"
2671,"nm0728307"
2671,"nm0175369"
2671,"nm0000022"
2671,"nm0439850"
2671,"nm0933161"
2671,"nm0001008"
2671,"nm0001055"
2671,"nm0398446"
2671,"nm0858977"
2671,"nm0799007"
5722,"nm0643084"
5722,"nm0906775"
5722,"nm0712653"
5722,"nm0683345"
5722,"nm0943922"
5722,"nm0183658"
5722,"nm0071280"
5722,"nm0052203"
5722,"nm0339326"
5722,"nm0078923"
5722,"nm0829435"
3184,"nm0201288"
3184,"nm0139356"
3184,"nm0028163"
3184,"nm0250395"
3184,"nm0226888"
3184,"nm0709083"
3184,"nm0085869"
3184,"nm0940513"
3184,"nm0821131"
3184,"nm0905450"
3184,"nm0564837"
5856,"nm0018540"
2041,"nm1133113"
6149,"nm0001485"
6149,"nm0329304"
6149,"nm0905622"
6149,"nm0326809"
6149,"nm0671738"
6149,"nm0352443"
6149,"nm0112395"
6149,"nm0358591"
6149,"nm0001635"
6149,"nm0001577"
6149,"nm0834898"
6149,"nm0886754"
6149,"nm0002197"
6149,"nm0378026"
6149,"nm0449493"
6149,"nm0399346"
6149,"nm0002146"
6464,"nm0097006"
6464,"nm0201703"
6464,"nm0226281"
6464,"nm0226270"
6464,"nm0386944"
6464,"nm0726166"
6464,"nm0290950"
6464,"nm0117944"
6464,"nm1168002"
6464,"nm0023907"
6464,"nm0324305"
3439,"nm0004290"
3439,"nm0515979"
3439,"nm0635079"
3439,"nm0001452"
3439,"nm0421255"
3439,"nm0933133"
3439,"nm0514250"
3439,"nm0299154"
3439,"nm0280900"
3439,"nm0612743"
3439,"nm0867144"
3439,"nm0703600"
3439,"nm0000022"
156,"nm0442151"
156,"nm0443849"
156,"nm0137634"
156,"nm0750079"
156,"nm0640495"
156,"nm0555617"
156,"nm0006307"
156,"nm0555597"
156,"nm0505164"
156,"nm0753452"
156,"nm0455373"
156,"nm0241669"
156,"nm0000050"
156,"nm0939992"
156,"nm0570130"
156,"nm0427452"
156,"nm0005719"
186,"nm0112201"
186,"nm0650540"
186,"nm0534985"
186,"nm0848555"
757,"nm0790277"
757,"nm0867560"
757,"nm0052989"
757,"nm0394477"
1909,"nm0736939"
1909,"nm0865160"
1909,"nm0038639"
1909,"nm0585481"
1909,"nm0788284"
1909,"nm0713204"
1909,"nm0875983"
1909,"nm0687741"
1909,"nm0493305"
1909,"nm0642150"
1909,"nm0755270"
1909,"nm0185568"
1909,"nm0513807"
1909,"nm0018685"
1909,"nm0826873"
1909,"nm0296916"
1909,"nm0328966"
5812,"nm0492252"
5812,"nm0947273"
5812,"nm0466672"
5812,"nm0831572"
5812,"nm0946281"
5812,"nm0699076"
5812,"nm0440583"
5812,"nm1469016"
5812,"nm0060695"
2377,"nm0789032"
5620,"nm0056719"
5620,"nm0715637"
5620,"nm0118551"
5620,"nm0821054"
3344,"nm0000122"
3344,"nm0003424"
3344,"nm0018685"
3344,"nm0214924"
3344,"nm0000710"
3344,"nm0721637"
3344,"nm0090008"
3344,"nm0002104"
3344,"nm0005806"
3344,"nm0761866"
3344,"nm0305087"
3344,"nm0538984"
3344,"nm0074788"
3344,"nm0174682"
3344,"nm0005906"
3402,"nm0445502"
3402,"nm0728307"
3402,"nm0942046"
3402,"nm0241523"
3402,"nm0000011"
3402,"nm0906940"
3402,"nm0051628"
3402,"nm0146185"
3402,"nm0232766"
3402,"nm0912478"
3464,"nm0228863"
3464,"nm0448867"
3464,"nm0774465"
3464,"nm0610253"
3464,"nm0041681"
3464,"nm0005898"
3464,"nm0280900"
3464,"nm0001635"
3464,"nm0478441"
3464,"nm0001479"
3464,"nm0103567"
3464,"nm0509941"
3464,"nm0753452"
3464,"nm0665850"
3464,"nm0368719"
3464,"nm0657874"
3588,"nm0316941"
3588,"nm0206802"
3588,"nm0426515"
3588,"nm0172151"
4245,"nm0223168"
4245,"nm0801026"
4245,"nm0099608"
4245,"nm0175676"
4245,"nm0796662"
4245,"nm0067308"
4245,"nm0053829"
4245,"nm0912343"
4245,"nm0856469"
4245,"nm0517058"
4606,"nm0045512"
4606,"nm0925130"
4606,"nm0928617"
4606,"nm0471341"
4804,"nm0602005"
4804,"nm0582386"
4804,"nm0006153"
4804,"nm0110813"
4804,"nm0778818"
4804,"nm0312510"
4804,"nm0512231"
4804,"nm0008441"
6316,"nm0779540"
6316,"nm0034594"
6316,"nm0557339"
6316,"nm0104930"
6316,"nm0088495"
4967,"nm0002050"
4967,"nm0197689"
4967,"nm0163617"
4967,"nm0000897"
4967,"nm0174049"
117,"nm0555597"
117,"nm0000050"
3725,"nm0096302"
3725,"nm0941119"
3725,"nm0201147"
6389,"nm3005390"
4923,"nm0913094"
4923,"nm0589316"
4923,"nm0402842"
4923,"nm0001224"
4923,"nm0445033"
4923,"nm0002031"
4923,"nm0005835"
4923,"nm0612743"
4923,"nm0178259"
4923,"nm0706993"
4923,"nm0206238"
4923,"nm0000014"
4923,"nm0006157"
4923,"nm0001651"
4923,"nm0002118"
4923,"nm0006087"
4923,"nm0309974"
4923,"nm0657874"
4923,"nm0640547"
4923,"nm0179591"
4923,"nm0560091"
4923,"nm0461549"
6907,"nm0896814"
6907,"nm0597068"
6907,"nm0521045"
6907,"nm0333676"
6907,"nm0784976"
6907,"nm0655088"
6907,"nm0524502"
414,"nm0923333"
414,"nm0002285"
414,"nm0870454"
414,"nm0051628"
414,"nm0356890"
414,"nm0114602"
414,"nm0000010"
1785,"nm0272037"
1785,"nm0933413"
2153,"nm0544579"
5597,"nm0213164"
5597,"nm0915614"
5597,"nm0490950"
5597,"nm0936727"
5597,"nm0163515"
5597,"nm0516994"
5597,"nm0705509"
5597,"nm0479910"
5597,"nm0096376"
5597,"nm0714878"
5597,"nm0924781"
5597,"nm0926599"
5597,"nm0662116"
5597,"nm0871298"
5597,"nm0185055"
5597,"nm0319148"
5597,"nm0510134"
3200,"nm0827261"
3200,"nm0605923"
3200,"nm0886754"
3200,"nm0790454"
3200,"nm0959003"
3200,"nm0662065"
3913,"nm0241409"
3913,"nm0122277"
3913,"nm0350764"
3913,"nm0800302"
3913,"nm0006144"
3913,"nm0006807"
3913,"nm0300064"
3913,"nm0217612"
3913,"nm0138893"
3913,"nm0014656"
3913,"nm0494670"
6886,"nm0003193"
6886,"nm0842522"
6886,"nm0576083"
6886,"nm0442151"
6886,"nm0041681"
6886,"nm0036427"
6886,"nm0912478"
6886,"nm0728307"
6886,"nm0385594"
6886,"nm0000859"
6886,"nm0001981"
6886,"nm0366454"
6886,"nm0233352"
6886,"nm0743017"
6886,"nm0587900"
6886,"nm0000795"
6886,"nm0001008"
6886,"nm0907900"
6886,"nm0852305"
6886,"nm0369879"
1442,"nm0935415"
1442,"nm0420765"
1442,"nm0062738"
1442,"nm0002046"
1442,"nm0041681"
1442,"nm0413519"
2078,"nm0092658"
2078,"nm0906932"
2078,"nm0944087"
2078,"nm0005941"
2078,"nm0678693"
2078,"nm0360085"
2078,"nm0358096"
2078,"nm0713475"
2078,"nm0386003"
2078,"nm0179451"
2078,"nm0179825"
2162,"nm0689318"
2162,"nm0002034"
2162,"nm0003193"
2162,"nm0000046"
2162,"nm0006388"
2162,"nm0397608"
2162,"nm0450810"
2162,"nm0449858"
2162,"nm0000014"
2162,"nm0000070"
2162,"nm0567408"
2162,"nm0187711"
2162,"nm0449456"
2162,"nm0602803"
2162,"nm0254609"
2162,"nm0593565"
2162,"nm0005735"
2162,"nm0398250"
2162,"nm0641966"
2162,"nm0000022"
2162,"nm0045784"
2162,"nm0751946"
2162,"nm0593775"
2162,"nm0186347"
2162,"nm0001660"
2162,"nm0281808"
2162,"nm0580017"
5502,"nm0358899"
5502,"nm0290863"
5502,"nm0550701"
2702,"nm0388166"
2702,"nm0628579"
2702,"nm0339504"
2702,"nm0271711"
2702,"nm0052203"
5715,"nm0455491"
5715,"nm0603188"
5715,"nm0371775"
5715,"nm0552744"
3412,"nm0118227"
3412,"nm0452128"
3412,"nm0094135"
3412,"nm0369879"
3412,"nm0218131"
3412,"nm0287931"
3412,"nm0593775"
3412,"nm0232766"
3412,"nm0657874"
3412,"nm0000795"
3412,"nm0036427"
3412,"nm0002503"
3412,"nm0163617"
3412,"nm0907900"
3412,"nm0001647"
3412,"nm0001008"
3573,"nm0107795"
3573,"nm0781232"
3573,"nm0310843"
3573,"nm0737314"
3573,"nm0334603"
3573,"nm0523932"
3573,"nm0002048"
3573,"nm0163257"
3573,"nm0001256"
3573,"nm0750079"
3573,"nm0137353"
3573,"nm0501872"
5352,"nm0615671"
5352,"nm0855992"
5352,"nm0189717"
5352,"nm0104930"
5352,"nm0221423"
5352,"nm0337837"
3675,"nm0453081"
3675,"nm0001932"
3675,"nm0057983"
3675,"nm0716505"
3675,"nm0000890"
3675,"nm0280900"
3675,"nm0430870"
5995,"nm0000010"
5995,"nm0453198"
5995,"nm0375446"
5995,"nm0443849"
5995,"nm0570451"
5995,"nm0313438"
5995,"nm0528705"
5995,"nm0531335"
5995,"nm0485509"
1819,"nm0668998"
1819,"nm0400056"
1819,"nm0637163"
1819,"nm0086293"
1819,"nm0852252"
1819,"nm0687624"
1819,"nm0335469"
1819,"nm0257481"
1819,"nm0831439"
5405,"nm0425913"
5405,"nm0801193"
5405,"nm0825705"
5405,"nm0000406"
5405,"nm0953123"
5405,"nm0100758"
5405,"nm0001017"
5405,"nm0925713"
5405,"nm0909040"
5405,"nm0703600"
5405,"nm0702798"
5405,"nm0000020"
5405,"nm0335788"
5405,"nm0005904"
5405,"nm0801184"
5405,"nm0002034"
5405,"nm0045784"
5405,"nm0863193"
5405,"nm0269709"
5409,"nm0932745"
5409,"nm0354916"
5409,"nm0214924"
5409,"nm0002104"
5409,"nm0174682"
5409,"nm0005906"
5409,"nm0835365"
5409,"nm0306786"
5409,"nm0000122"
5409,"nm0317970"
5409,"nm0917837"
5409,"nm0242562"
5409,"nm0630119"
5409,"nm0003424"
5409,"nm0608373"
5409,"nm0199787"
5409,"nm0642988"
2384,"nm0369879"
2384,"nm0496468"
2384,"nm0907900"
2384,"nm0249893"
2384,"nm0000897"
2384,"nm0531269"
2384,"nm0463882"
2384,"nm0751426"
2384,"nm0439850"
2384,"nm0874139"
2384,"nm0421028"
2384,"nm0516876"
2384,"nm0317970"
2384,"nm0356004"
2384,"nm0561693"
5849,"nm0104758"
5849,"nm0086196"
5849,"nm0615333"
6403,"nm0569697"
1122,"nm0806041"
1122,"nm0788288"
1122,"nm0020041"
1122,"nm0000080"
1122,"nm0272572"
1122,"nm0913095"
1122,"nm0172615"
1122,"nm0001072"
1122,"nm0001547"
1122,"nm0093769"
1122,"nm0542534"
1122,"nm0173827"
1122,"nm0829717"
1122,"nm0762557"
1122,"nm0005904"
1561,"nm0324013"
1561,"nm0402842"
1561,"nm0941520"
1624,"nm0035899"
1624,"nm0161430"
1624,"nm0522028"
1624,"nm0727370"
1624,"nm0400056"
1624,"nm0455741"
1624,"nm0006337"
1624,"nm0272568"
1624,"nm0257481"
1624,"nm0687624"
1624,"nm0670328"
1624,"nm0335469"
2373,"nm0375446"
2373,"nm0531385"
2373,"nm0453198"
2373,"nm0526946"
2373,"nm0184578"
2373,"nm0401434"
2373,"nm0728230"
2466,"nm0682074"
2466,"nm0000058"
2466,"nm0021329"
2466,"nm0941520"
2466,"nm0292219"
2466,"nm0000406"
2466,"nm0341100"
2466,"nm0432846"
2466,"nm0793168"
2466,"nm0660402"
2466,"nm0242897"
2466,"nm0517058"
2466,"nm0515751"
2466,"nm0496819"
2466,"nm0280178"
2466,"nm1324634"
2466,"nm0187981"
2466,"nm0001522"
2466,"nm0164044"
2466,"nm0587926"
5595,"nm0428987"
5595,"nm0178259"
5595,"nm0066325"
5595,"nm0002013"
5595,"nm0388743"
5595,"nm0340063"
5659,"nm0326418"
5659,"nm0172048"
5659,"nm0003339"
5659,"nm0721468"
5659,"nm0137999"
5659,"nm0337108"
5659,"nm0132180"
5659,"nm0932745"
5659,"nm0550191"
5659,"nm0382954"
5659,"nm0375484"
5659,"nm0462111"
5659,"nm0227644"
5659,"nm0717203"
3397,"nm0713270"
3397,"nm0357111"
3397,"nm0580882"
3397,"nm0599910"
3968,"nm0121798"
3968,"nm0453885"
4348,"nm0943618"
4348,"nm0462321"
4348,"nm0392096"
4348,"nm0601129"
4348,"nm0005835"
4348,"nm0000011"
4348,"nm0151310"
4348,"nm0504125"
4348,"nm0725897"
4348,"nm0277874"
4348,"nm0864869"
4749,"nm0913094"
4749,"nm0371135"
4749,"nm0356004"
4749,"nm0340063"
4749,"nm0005870"
4749,"nm0000043"
4749,"nm0693055"
4749,"nm0089314"
4749,"nm0319574"
4749,"nm0795640"
4749,"nm0428987"
4749,"nm0583395"
4749,"nm0903079"
4749,"nm0566948"
4749,"nm0103475"
4749,"nm0659427"
4749,"nm0002545"
4749,"nm0288304"
6544,"nm0894524"
6544,"nm0528705"
6544,"nm0337084"
6544,"nm0308177"
6544,"nm0562372"
6272,"nm0367516"
6272,"nm0802561"
6272,"nm0375614"
6272,"nm0884252"
6272,"nm0461549"
6272,"nm0001033"
6272,"nm0929925"
6272,"nm0905729"
6272,"nm0030166"
6272,"nm0000897"
6272,"nm0449858"
6272,"nm0653642"
1653,"nm0138885"
1653,"nm0807354"
2395,"nm0006040"
2395,"nm0008441"
2395,"nm0008496"
2395,"nm0064792"
5704,"nm0001072"
5704,"nm0762557"
5704,"nm0000879"
5704,"nm0172615"
5704,"nm0001547"
5704,"nm0005673"
3415,"nm0942863"
3415,"nm0928295"
3415,"nm0470932"
3415,"nm0921995"
3415,"nm0871287"
3415,"nm0005853"
3415,"nm0682074"
5857,"nm0428987"
2814,"nm0336960"
6872,"nm0000010"
6872,"nm0504125"
616,"nm0666408"
616,"nm0385171"
1947,"nm0000011"
2320,"nm0000747"
2320,"nm0430870"
2320,"nm0000074"
2320,"nm0523932"
2320,"nm0001981"
5648,"nm0906932"
5648,"nm0419982"
5648,"nm0336434"
5648,"nm0005838"
5648,"nm0175036"
4913,"nm0002161"
5851,"nm0732062"
5851,"nm0002034"
5851,"nm0920074"
5851,"nm0604702"
5851,"nm0175815"
5851,"nm0453081"
4378,"nm0942863"
4378,"nm0285922"
4378,"nm0884252"
4378,"nm0172048"
4378,"nm0141085"
4378,"nm0871287"
4378,"nm0045784"
4378,"nm0002025"
479,"nm0557339"
479,"nm0485509"
479,"nm0189496"
479,"nm0005835"
479,"nm0007217"
479,"nm0322299"
479,"nm0512231"
479,"nm0000048"
479,"nm0002143"
479,"nm0258493"
479,"nm0000070"
1544,"nm0093769"
1544,"nm0356004"
1544,"nm0000067"
1544,"nm0005870"
1544,"nm0000064"
1544,"nm0001766"
1544,"nm0151452"
5002,"nm0272572"
5002,"nm0792845"
5002,"nm0001485"
5002,"nm0326809"
5002,"nm0762557"
5002,"nm0006087"
5002,"nm0313438"
5002,"nm0942863"
5002,"nm0437969"
5002,"nm0541721"
5002,"nm0172615"
5002,"nm0640732"
5002,"nm0853576"
5002,"nm0065975"
5002,"nm0005904"
5002,"nm0943758"
5002,"nm0326418"
2947,"nm0517264"
2947,"nm0005766"
2947,"nm0001637"
2947,"nm0000710"
2947,"nm0000074"
2947,"nm0000752"
3432,"nm0151452"
3432,"nm0694090"
4753,"nm0155009"
6806,"nm0572492"
6278,"nm0107631"
6278,"nm0000910"
6278,"nm0517425"
407,"nm0370821"
407,"nm0005635"
407,"nm0280178"
407,"nm0502745"
407,"nm0807580"
407,"nm0371775"
898,"nm0002145"
898,"nm0005761"
898,"nm0713231"
1096,"nm0719749"
1096,"nm0138893"
1096,"nm0699535"
1096,"nm0548355"
1096,"nm0751790"
1096,"nm0056761"
1096,"nm0521045"
1096,"nm0546621"
1096,"nm0105482"
1096,"nm0058245"
1096,"nm0143018"
1096,"nm0702454"
1096,"nm0001916"
5691,"nm0005870"
5691,"nm0943837"
5691,"nm0102818"
5691,"nm0269709"
5691,"nm0856062"
3304,"nm0907003"
3304,"nm0647752"
3304,"nm0005735"
3304,"nm0007217"
3304,"nm0002031"
3304,"nm0001076"
3304,"nm0918694"
4295,"nm0000910"
4295,"nm0000064"
4295,"nm0002053"
4295,"nm0000485"
6157,"nm0687624"
3162,"nm0455741"
3449,"nm0531796"
3449,"nm0000974"
3449,"nm0002034"
3449,"nm0801193"
3449,"nm0006203"
3449,"nm0936728"
3449,"nm0409869"
3449,"nm0257143"
3449,"nm0531759"
3449,"nm0610253"
3449,"nm0482193"
4165,"nm0807012"
4165,"nm0029049"
4165,"nm0529392"
4165,"nm0839592"
4165,"nm2072252"
4165,"nm0796063"
4165,"nm0947640"
4165,"nm0461390"
4165,"nm0878193"
4165,"nm0762776"
4196,"nm0175924"
4196,"nm0536167"
4196,"nm0030383"
4196,"nm0334892"
4196,"nm0656496"
4196,"nm0196174"
4196,"nm0576346"
4196,"nm0302815"
4196,"nm0585170"
4196,"nm0744023"
4196,"nm0024847"
4196,"nm0264762"
4196,"nm0744021"
4196,"nm0270767"
4196,"nm0116515"
4196,"nm0033169"
4196,"nm0664821"
4566,"nm0364873"
4566,"nm0687624"
4566,"nm0498621"
4566,"nm0666087"
4566,"nm0113035"
4566,"nm0913095"
