"nconst","primaryName","knownForTitles"
"nm0077365","Gillian Berrie","tt12758060,tt2567712,tt0471030,tt2582782"
"nm0077397","Elizabeth Berrington","tt0780536,tt12536294,tt0117589,tt9639470"
"nm0077543","Frank Berry","tt0057012,tt0306302,tt0297504,tt0297500"
"nm0077556","Graham Berry","tt0196297,tt0203632,tt0084322,tt0076109"
"nm0077557","Greg Berry","tt0397535,tt1291580,tt1825683,tt8688634"
"nm0077595","Josh Berry","tt0419294,tt0806203,tt0390022,tt1263670"
"nm0077606","Kelly Berry","tt3079380,tt4046784,tt2333784,tt1778304"
"nm0077615","Lloyd Berry","tt0113497,tt0175142,tt0758730,tt0090655"
"nm0077623","Mark Berry","tt0359013,tt0109303,tt0934624,tt0118730"
"nm0077626","Matthew Berry","tt4154796,tt0231402,tt0329804,tt0155426"
"nm0077637","Ned Berry","tt0162180,tt0162663,tt0162651"
"nm0077670","Sarah Berry","tt0092991,tt0097001,tt7900786,tt4386596"
"nm0077692","Vincent Berry","tt0119152,tt0118771,tt0247111,tt0222776"
"nm0077720","Michael Berryman","tt0090305,tt0077681,tt0395584,tt0073486"
"nm0077724","Ross Berryman","tt0097888,tt0105488,tt0097162,tt0102744"
"nm0077729","Arnaldo Berríos","tt0446823,tt0367750,tt0374609,tt0130375"
"nm0077785","Camille Bert","tt0029802,tt0443311,tt0137259,tt0018045"
"nm0077921","Julien Bertheau","tt0068361,tt0046415,tt0196042,tt0071487"
"nm0077944","Anders W. Berthelsen","tt0243862,tt9179230,tt0378215,tt0965411"
"nm0078055","Marina Berti","tt0043949,tt0065516,tt0038858,tt0041435"
"nm0078097","Françoise Bertin","tt0362225,tt0270707,tt0054632,tt0074348"
"nm0078108","Pierre Bertin","tt0053666,tt0182028,tt0042649,tt0034075"
"nm0078112","Yori Bertin","tt0051378,tt0060891,tt0475180,tt1362539"
"nm0078116","Francesca Bertini","tt0003637,tt0074084,tt0009715,tt0183433"
"nm0078136","Suzanne Bertish","tt6852178"
"nm0078203","Christopher Bertolini","tt1217613,tt0144214,tt1401241"
"nm0078224","John Bertolli","tt0118708,tt0116778,tt0118900,tt0118541"
"nm0078229","Sofia Bertolotto","tt0318462,tt0240419,tt4291614,tt0347449"
"nm0078232","Giovanni Bertolucci","tt0065571,tt0106765,tt0070565,tt0067244"
"nm0078233","Giuseppe Bertolucci","tt0075742,tt0089987,tt0172338,tt0074084"
"nm0078243","Jeannette Berton","tt0204181,tt0160767,tt0138356,tt0179003"
"nm0078282","Toni Bertorelli","tt0335345,tt0114096,tt0317965,tt1812418"
"nm0078473","Paul Hertzberg","tt1242432,tt2537176,tt0090659,tt0303017"
"nm0078505","Antonin Berval","tt0197788,tt0492306,tt0144851,tt0026556"
"nm0078514","André Bervil","tt0054407,tt0193811,tt0038154,tt0038476"
"nm0078619","Gwendal Bescond","tt4428728,tt0869977,tt13044528,tt3838034"
"nm0078698","Michael Besman","tt0257360,tt0096895,tt0113497,tt0119822"
"nm0078704","Éric Besnard","tt11083552,tt0364970,tt4084056,tt0205422"
"nm0078712","Dominique Besnehard","tt0091605,tt2103267,tt4277922,tt0115638"
"nm0078728","Nino Besozzi","tt0034131,tt0035043,tt0040115,tt0026976"
"nm0078762","Carl Bessai","tt0905357,tt0466403,tt0428390,tt1580426"
"nm0078806","Eugenie Besserer","tt0018037,tt0015684,tt0018854,tt0019722"
"nm0078811","Jean-Marie Besset","tt15411636,tt0117400,tt0340137,tt2751390"
"nm0078846","Natalia Bessmertnova","tt0175669,tt0166341,tt0076219,tt0177245"
"nm0078886","Ahmed Best","tt0120915,tt0121765,tt0121766,tt0215208"
"nm0078897","Ben Best","tt0457400,tt0866442,tt1197628,tt1240982"
"nm0078923","Edna Best","tt0039420,tt0025452,tt0039556,tt0031491"
"nm0078940","James Best","tt0078607,tt0052969,tt0167107,tt0042629"
"nm0078984","Peter Best","tt0090555,tt0110598,tt0092493,tt0119002"
"nm0079001","Thom Best","tt0210070,tt1396484,tt0262985,tt6987476"
"nm0079023","Mara Bestelli","tt0116250,tt3737944,tt0283626,tt1795747"
"nm0079056","Juel Bestrop","tt1119646,tt2467372,tt4384086,tt2461150"
"nm0079065","Mariela Besuievsky","tt1305806,tt0488604,tt15977250,tt5133308"
"nm0079111","Jeff Betancourt","tt0391198,tt0366551,tt10451852,tt0404032"
"nm0079140","Amy Beth Reece","tt1242432,tt3138104,tt0217031,tt0108757"
"nm0079245","Melinda Betron","tt0096811,tt0094792"
"nm0079273","Paul Bettany","tt9140560"
"nm0079306","Nuno Bettencourt","tt1336608,tt0096928,tt0800039,tt0108255"
"nm0079312","Dominique Bettenfeld","tt0344510,tt0112682,tt0211915,tt1149361"
"nm0079327","Sydney Bettex","tt0049902,tt0136752,tt0058135,tt0133572"
"nm0079328","Lyle Bettger","tt0044672,tt0050468,tt0046906,tt0043090"
"nm0079341","Laura Betti","tt0074084,tt0053779,tt0063678,tt0064904"
"nm0079353","Val Bettin","tt0091149,tt0126029,tt0081534,tt0115491"
"nm0079374","Angela Bettis","tt0303361,tt0172493,tt0367153,tt0319970"
"nm0079405","Marc Betton","tt0091288,tt0166927,tt0091480,tt0091851"
"nm0079506","Just Betzer","tt0092603,tt0090296,tt0093546,tt0097435"
"nm0079552","Céline Beugnot","tt0249380"
"nm0079559","François Beukelaers","tt1130988,tt0277531,tt0139787,tt0480854"
"nm0079567","Avril Beukes","tt2452150,tt10774460,tt0388364,tt0419279"
"nm0079604","Christian Arnold-Beutel","tt0850253,tt1233301,tt1128071,tt0472160"
"nm0079615","Bonnie Beutler","tt0095655,tt0097457,tt0095930"
"nm0079655","Faith Bevan","tt0173373,tt0012469,tt0249534,tt0318632"
"nm0079667","Lucy Bevan","tt1517268,tt1877830,tt12789558,tt3228774"
"nm0079670","Pamela Bevan","tt0025839,tt0125059,tt0033192,tt1257575"
"nm0079677","Tim Bevan","tt1707386,tt0475276,tt0783233,tt2980516"
"nm0079800","Leslie Bevis","tt0094012,tt0094631,tt0106145,tt0088559"
"nm0079868","Said Bey","tt1318518,tt3210686,tt0443412,tt0199232"
"nm0079879","Kent Beyda","tt0088258,tt0099700,tt0089175,tt14205554"
"nm0079890","Alexander Beyer","tt8399658,tt1879016,tt7598448,tt6148324"
"nm0079980","Louis Beyler","tt0086463,tt0292895,tt0105752,tt0091851"
"nm0080013","Gérard Beytout","tt0064816,tt0058135,tt0069747,tt0059241"
"nm0080049","Yasiin Bey","tt0317740,tt0371724,tt0361127,tt0450232"
"nm0080120","Thomas Bezucha","tt9340860,tt0212815,tt0356680,tt2802850"
"nm0080135","A.I. Bezzerides","tt0048261,tt0045551,tt0033149,tt0044040"
"nm0080159","Sajan Bhagat","tt0113540"
"nm0080238","Tanikella Bharani","tt2742164,tt10701074,tt1268906,tt2631186"
"nm0080246","Paravoor Bharathan","tt0275654,tt0292187,tt0237309,tt0305819"
"nm0080270","Thoppil Bhasi","tt0155916,tt0156047,tt0155961,tt0156049"
"nm0080284","Rishi Bhat","tt0113419"
"nm0080289","Deepa Bhatia","tt2213054,tt1188996,tt3405236,tt0986264"
"nm0080327","Robin Bhatt","tt0106333,tt0254481,tt2112124,tt0117437"
"nm0080432","Sachin Bhowmick","tt0254481,tt0147925,tt0113526,tt0076167"
"nm0080459","Ambroise Bia","tt0073580,tt0068748,tt0271330,tt0167564"
"nm0080472","Edy Biagetti","tt0074442,tt0074586,tt0290174,tt0067470"
"nm0080497","Luca Biagini","tt0483851,tt4393064,tt14940056,tt1645131"
"nm0080521","Gwen Bialic","tt2402927,tt0790712,tt0412019,tt1321860"
"nm0080524","Mayim Bialik","tt0094715,tt0898266,tt0101050,tt0095925"
"nm0080544","Sharon Bialy","tt0903747,tt5834204,tt1520211,tt3032476"
"nm0080588","Bruno Bianchi","tt0141369,tt0085033,tt0387741,tt0088563"
"nm0080623","Jacques Bianchi","tt0139098,tt0044883,tt8489202,tt8593566"
"nm0080649","Raymonde Bianchi","tt0139098,tt0044883,tt6896344,tt0270783"
"nm0080678","Cesare Bianchini","tt0059757,tt0092577,tt0069784,tt0062470"
"nm0080891","Vladimir Bibic","tt0373926,tt0089941,tt0120533,tt0099700"
"nm0080917","Heinz Bibo","tt0109592,tt0115472,tt0117865,tt0101416"
"nm0080943","Tony Bicât","tt0270884,tt0169886,tt2006718,tt0297626"
"nm0080948","Robert Bice","tt0048091,tt0044750,tt0056745,tt0045075"
"nm0080983","Jerry Bick","tt0070334,tt0086859,tt0072973,tt0073646"
"nm0081046","Laura Bickford","tt0181865,tt1135487,tt1764183,tt1365050"
"nm0081060","Grace Cary Bickley","tt0257756,tt0324619,tt0104376,tt0243595"
"nm0081081","Jenny Bicks","tt0159206,tt1485796,tt2357291,tt0476549"
"nm0081132","Adam Biddle","tt0434409,tt0479884,tt0119081,tt0120616"
"nm0081175","Jean-Luc Bideau","tt0120802,tt0472542,tt0076740,tt0086779"
"nm0081179","Thomas Bidegain","tt2053425,tt1235166,tt4228294,tt4971344"
"nm0081189","Ann Biderman","tt0106079,tt0112722,tt0117381,tt2249007"
"nm0081197","Victoria Bidewell","tt0758730,tt0161081,tt0452625,tt1930308"
"nm0081304","Alexander Biedermann","tt1769296,tt0339098,tt0110233,tt0274279"
"nm0081305","Alfons Biedermann","tt0349047,tt1167599,tt0248408,tt0954314"
"nm0081427","Susann Bieling","tt2081266,tt0116692,tt0161860,tt6175234"
"nm0081488","Horst Bienek","tt0163426,tt0093926,tt0079113,tt0327658"
"nm0081540","Susanne Bier","tt1340107,tt0457655,tt2737304,tt1399664"
"nm0081547","Josef Bierbichler","tt1149362,tt3397096,tt0480057,tt0371710"
"nm0081560","Ramon Bieri","tt0069762,tt0076740,tt0066769,tt0080240"
"nm0081572","Craig Bierko","tt0139809,tt0116908,tt0362120,tt0352248"
"nm0081702","Claudio Bigagli","tt13107800,tt7157248,tt0102426,tt0087537"
"nm0081723","Luca Bigazzi","tt2358891,tt1440345,tt3312830,tt1023490"
"nm0081798","Caroline Biggerstaff","tt0077405,tt0091635,tt0081568,tt0101831"
"nm0081801","Sean Biggerstaff","tt0460740,tt0241527,tt0295297,tt4187428"
"nm0081847","Jerry Biggs","tt0096639,tt0090022,tt1704573,tt0086423"
"nm0081952","Kimberly Bigsby","tt7660850,tt6040674,tt3032476,tt0200276"
"nm0082012","Gordon Bijelonic","tt0149171,tt0780548,tt2034031,tt1294970"
"nm0082103","Ivan Bilancio","tt11126994,tt0119282,tt0092106,tt0110357"
"nm0082162","Jill Bilcock","tt0203009,tt0105488,tt0117509,tt0257044"
"nm0082169","Nicole Bilderback","tt11083696,tt2467372,tt6474378,tt0204946"
"nm0082211","Haluk Bilginer","tt2758880,tt7920978,tt1502407,tt2638144"
"nm0082228","Tivadar Bilicsi","tt0031355,tt0033829,tt0035837,tt0034367"
"nm0082300","Tony Bill","tt0454824,tt0070735,tt0093029,tt2568862"
"nm0082420","Hans Billian","tt0178622,tt0078840,tt0057728,tt0073928"
"nm0082450","Paul Feig","tt0193676,tt2404463,tt0110006,tt3079380"
"nm0082467","Earl Billings","tt0305206,tt0168786,tt3722234,tt0876235"
"nm0082507","Beau Billingslea","tt0120694,tt0094761,tt0275277,tt0385700"
"nm0082517","John Billingsley","tt0756683,tt0313443,tt1190080,tt0244365"
"nm0082541","Jon Billington","tt1502397,tt2788710,tt0119116,tt0120663"
"nm0082545","Michael Billington","tt0063962,tt0076752,tt0074035,tt0081517"
"nm0082563","Ange Billman","tt0892094,tt0106179,tt0214388,tt0164108"
"nm0082653","Bruno Bilotta","tt17024450,tt10569934,tt1243957,tt7720142"
"nm0082677","Danny Bilson","tt9777644,tt0102803,tt0098798,tt0324452"
"nm0082753","Valerio Binasco","tt1365490,tt15500830,tt2290397,tt0422621"
"nm0082772","Carl Binder","tt0374455,tt1286039,tt0103405,tt0118480"
"nm0082784","Jack Binder","tt6053438,tt0159730,tt0490204,tt0101757"
"nm0082802","Mike Binder","tt10259078,tt0490204,tt0365885,tt0181689"
"nm0082869","Nikolai Binev","tt0303502,tt0194722,tt0327409,tt0298296"
"nm0082870","Velizar Binev","tt1772264,tt0465494,tt2333784,tt6079772"
"nm0082884","Herman Bing","tt0030202,tt0026920,tt0030817,tt0025251"
"nm0082893","Steve Bing","tt0208988,tt0257568,tt0106837,tt0087727"
"nm0082894","Tracey Bing","tt7946422,tt3670968,tt0365545,tt4258698"
"nm0082979","Sergio Bini Bustric","tt0118799,tt1859650,tt0178788,tt5056196"
"nm0082981","Alfredo Bini","tt0061132,tt0054599,tt0056657,tt0061613"
"nm0082994","Joe Bini","tt5742374,tt1242460,tt1157705,tt7856368"
"nm0083081","Edward Binns","tt0050083,tt0066206,tt0084855,tt0053125"
"nm0083086","Leslie Binns","tt0231402,tt0076359,tt1523267,tt0120756"
"nm0083087","Matthew Binns","tt0346631,tt0381061,tt0322259,tt0164212"
"nm0083228","Jeanne Biras","tt0152930,tt0092593,tt0423841,tt0250223"
"nm0083246","Bill Birch","tt0364845,tt1010280,tt1747973,tt1027197"
"nm0083280","Paul Birch","tt0052104,tt0050778,tt0056217,tt0048991"
"nm0083304","Jeremy Birchall","tt2848222,tt0844653,tt1704503,tt0385017"
"nm0083307","Paul Birchard","tt0993842,tt0450385,tt0366627,tt0468569"
"nm0083340","Andrew Bird","tt0880502,tt0347048,tt1244668,tt5723272"
"nm0083345","Billie Bird","tt0088128,tt0093756,tt0099785,tt0106701"
"nm0083348","Brad Bird","tt0317705,tt0382932,tt3606756,tt0129167"
"nm0083382","Ivan Bird","tt0203119,tt9587604,tt26658555,tt1948261"
"nm0083424","Norman Bird","tt0056219,tt0077869,tt0052997,tt0054731"
"nm0083439","Sarah Bird","tt0457495,tt0324133,tt0111902,tt0120514"
"nm0083493","Marvin Birdt","tt0075809"
"nm0083541","Raye Birk","tt0110622,tt0095705,tt0094142,tt0101745"
"nm0083547","David Birke","tt3716530,tt5690360,tt2059171,tt6823148"
"nm0083564","Lauren Birkell","tt0162222,tt0283111,tt0338325,tt0796302"
"nm0083605","David Birkin","tt0119683,tt0092455,tt0325055,tt0252223"
"nm0083608","Alan Birkinshaw","tt0077801,tt0123915,tt0071356,tt0089038"
"nm0083640","Len Birman","tt0075223,tt0078937,tt0087174,tt0078938"
"nm0083641","Matt Birman","tt3230854,tt0144084,tt0120903,tt1132290"
"nm0083656","Hilary Birmingham","tt0212604,tt0103759,tt3441840,tt2084832"
"nm0083696","Roger Birnbaum","tt2404435,tt1606389,tt0988595,tt0315327"
"nm0083714","Reed Birney","tt11389748,tt9764362,tt1856010,tt0082404"
"nm0083742","Lajos Biró","tt0033152,tt0019071,tt0021561,tt0029087"
"nm0083910","Paul Bisciglia","tt0073155,tt1360757,tt3662072,tt0069747"
"nm0083915","Donna Biscoe","tt2452386,tt0479968,tt4846340,tt1951265"
"nm0083938","Riccardo Biseo","tt0109592,tt0117653,tt0110744,tt0127919"
"nm0084019","Dan Bishop","tt1315981,tt0804503,tt0319969,tt7772588"
"nm0084059","Gregg Bishop","tt0926063,tt4667854,tt2304765"
"nm0084086","Joey Bishop","tt0054552,tt0090927,tt0061080,tt0054135"
"nm0084090","John Bishop","tt0098051,tt0109676,tt0086685"
"nm0084105","Kelly Bishop","tt0238784,tt0092890,tt1720616,tt0185014"
"nm0084141","Michael Bishop","tt0094511,tt0094793,tt0106095,tt0105499"
"nm0084147","Nancy Bishop","tt13143964,tt1229238,tt1706620,tt0356150"
"nm0084241","Claudio Bisio","tt0438097,tt18925116,tt0230011,tt1529235"
"nm0084289","Patxi Bisquert","tt1242422,tt0088230,tt3530456,tt0260652"
"nm0084304","Jim Bissell","tt0416449,tt0433383,tt0083866,tt2381249"
"nm0084334","Buzz Bissinger","tt0390022,tt0758745,tt0323944,tt0106079"
"nm0084349","Patricio Bisso","tt0089424,tt0100222,tt0097198,tt0086871"
"nm0084415","Gian Bistolfi","tt0023667,tt0342423,tt1049058,tt1049134"
"nm0084561","Alicyn Sterling","tt0104999,tt0103813,tt0147094,tt0122123"
"nm0084580","Gérard Bitton","tt0315152,tt9372116,tt0464059,tt0169485"
"nm0084654","Cesare A. Bixio","tt0081398,tt0099685,tt0128442,tt0130121"
"nm0084655","Franco Bixio","tt0266697,tt0066985,tt0078224,tt0172919"
"nm0084659","Denise Bixler","tt0092991,tt0104026,tt0096550,tt15683770"
"nm0084695","Peter Biziou","tt0095647,tt0120382,tt0081633,tt0250797"
"nm0084759","Predrag Bjelac","tt0330373,tt7016936,tt3956562,tt5673782"
"nm0084761","Björn Bjelfvenstam","tt0050986,tt0108970,tt0048641,tt0049763"
"nm0084809","Kjetil Bjerkestrand","tt0093668,tt0287826,tt0107121,tt0414796"
"nm0084969","Hannu-Pekka Björkman","tt1525916,tt0442973,tt4173170,tt13751958"
"nm0085038","Gunnar Björnstrand","tt0060827,tt0050976,tt0055499,tt0050986"
"nm0085191","Bill Black","tt0106950,tt0290334,tt0120338,tt0185371"
"nm0085220","Chris Black","tt17220216,tt11280740,tt4229954,tt0244365"
"nm0085290","Gerry Black","tt0089885,tt0268995,tt0085995,tt0085970"
"nm0085312","Jack Black","tt0332379,tt0146882,tt0457510,tt0360717"
"nm0085316","James Black","tt0120157,tt0120685,tt0120780,tt0160184"
"nm0085359","Jordan Black","tt1186370,tt1478338,tt12682076,tt0374536"
"nm0085400","Lewis Black","tt2096673,tt0483726,tt0384793,tt0099871"
"nm0085407","Lucas Black","tt0117666,tt0463985,tt0453562,tt2820852"
"nm0085461","Patricia Black","tt0090799,tt0088885,tt0284713,tt0082506"
"nm0085502","Sarah Black","tt1560990,tt2782844,tt0899128,tt0096976"
"nm0085542","Todd Black","tt0168786,tt10514222,tt0427309,tt0814314"
"nm0085589","David Blackburn","tt0329691,tt0327554,tt1701990,tt0363983"
"nm0085610","Julia Blackburn","tt0161654,tt0065805,tt0064934,tt0151338"
"nm0085627","Olly Blackburn","tt0988849,tt0776806,tt13110388,tt0379032"
"nm0085668","Vera Blacker","tt0074390,tt0100533,tt0117396,tt0094944"
"nm0085685","Richard Blackford","tt0936456,tt0907694,tt1048174,tt0103976"
"nm0085772","Sean San Jose","tt28479262,tt14933256,tt0116141,tt7851080"
"nm0085858","Wendy Blackstone","tt2481498,tt3809276,tt5144072,tt0101504"
"nm0085869","Marian Constance Blackton","tt0016955,tt0025465,tt0016279,tt0017666"
"nm0085917","James Blackwell","tt0805526,tt0314331,tt5083738,tt4800878"
"nm0085923","Ken Blackwell","tt5814060,tt1204977,tt1320253,tt0758746"
"nm0085940","Nicola Blackwell","tt0249462,tt0088512,tt0368249,tt0798729"
"nm0085959","Susan Blackwell","tt3004216,tt4635276,tt3501074,tt1615147"
"nm0086000","Taurean Blacque","tt0097179,tt0095776,tt0081873,tt0079817"
"nm0086010","Giancarlo Prati","tt0086135,tt0093489,tt0073333,tt0065897"
"nm0086116","Gérard Blain","tt0056059,tt0065393,tt0073839,tt0070580"
"nm0086176","Vivian Blaine","tt0048140,tt0038116,tt0037650,tt0036055"
"nm0086180","Sue Blainey","tt0089530,tt0411008,tt0106519,tt0097162"
"nm0086194","April Blair","tt13443470,tt10653784,tt7335184,tt7414406"
"nm0086196","Barbara Blair","tt0030790,tt0032884,tt0038342,tt0031463"
"nm0086293","Lee Blair","tt0032455,tt0052522,tt0046593,tt0153580"
"nm0086322","Pamela Blair","tt0083564,tt0113819,tt0115641,tt0315733"
"nm0086324","Paul Blair","tt0892899,tt1169809,tt6679794,tt1332653"
"nm0086414","Sylvain Blais","tt0765446,tt0108903,tt4458594,tt5608708"
"nm0086431","Aaron Blaise","tt0328880,tt0103639,tt0110357,tt0101414"
"nm0086470","Andre B. Blake","tt0107818,tt0413300,tt0359950,tt0368008"
"nm0086486","Ben K. Blake","tt1632557,tt0030904,tt0239437,tt0361465"
"nm0086491","Bill Blake","tt0095925,tt0285698,tt0284655,tt0119333"
"nm0086543","Ellen Blake","tt0087597,tt0111756,tt0081873,tt0090466"
"nm0086553","Geoffrey Blake","tt0109830,tt0118884,tt8080122,tt6924650"
"nm0086574","Howard Blake","tt0080745,tt0369735,tt0080516,tt0085701"
"nm0086611","Julia Blake","tt0458525,tt0429591,tt0251141,tt0078067"
"nm0086627","Larry J. Blake","tt0043014,tt0061747,tt0053546,tt0080025"
"nm0086632","Loretta Blake","tt0005381,tt0008196,tt0004854,tt0005997"
"nm0086633","Lucius Blake","tt0026572,tt0025659,tt0159381,tt0022101"
"nm0086636","Madge Blake","tt0060153,tt0050032,tt0043938,tt0059968"
"nm0086650","Megan Blake","tt2150710,tt4465474,tt0243508,tt1043844"
"nm0086690","Perry Andelin Blake","tt15255288,tt8009428,tt0112508,tt0116483"
"nm0086706","Robert Blake","tt0116922,tt0061809,tt0070022,tt0072471"
"nm0086780","Colin Blakely","tt0060665,tt0071877,tt0066249,tt0083908"
"nm0086826","Eric Blakeney","tt0092484,tt0092312,tt0171356,tt0116401"
"nm0086860","Caroline Blakiston","tt0086190,tt0457513,tt2091298,tt0090669"
"nm0086867","Ronee Blakley","tt0073440,tt0087800,tt0080412,tt2304861"
"nm0086919","Christian Blanc","tt0497506,tt1047603,tt0412739,tt1135045"
"nm0086955","Nicolas Blanc","tt13582590,tt14994254,tt0428430,tt5729818"
"nm0086998","Ken Blancato","tt0094037,tt0816442,tt3369806,tt5843838"
"nm0087031","Brianna Blanchard","tt0112625"
"nm0087069","Jocelyn Blanchard","tt2017020,tt0248300,tt1482903,tt3441088"
"nm0087105","Susan Blanchard","tt0096256,tt0093777,tt0071034,tt1085825"
"nm0087109","Tammy Blanchard","tt2180411,tt2400463,tt0250581,tt0343737"
"nm0087126","Francis Blanche","tt0061395,tt0056559,tt0070130,tt0188037"
"nm0087234","Belén Blanco","tt1927327,tt0489751,tt1886747,tt0338667"
"nm0087235","Blanca Rosa Blanco","tt6856264,tt2034692,tt0162361,tt1838571"
"nm0087275","Joaquín Blanco","tt0082559,tt0103115,tt0305928,tt0201064"
"nm0087344","Valerie Blanco","tt0075824"
"nm0087389","Sydney Bland","tt0007330,tt0348278,tt0228718,tt0326998"
"nm0087404","Clara Blandick","tt0032138,tt0021820,tt0022276,tt0027300"
"nm0087456","Tim Blaney","tt0119654,tt0120912,tt0091949,tt0096101"
"nm0087491","Dorothée Blanck","tt0055852,tt0058450,tt0062873,tt0066207"
"nm0087578","Mark Blankfield","tt0107977,tt0112896,tt0090525,tt0084171"
"nm0087579","Henry Blankfort","tt0034948,tt0037665,tt0037623,tt0035415"
"nm0087580","Jase Blankfort","tt0340377,tt0283530,tt0253586,tt0260596"
"nm0087646","Philippe Blasband","tt0456051,tt2370034,tt0291535,tt1565958"
"nm0087687","Txema Blasco","tt2133250,tt0900953,tt0103186,tt0255679"
"nm0087709","Jim Blashfield","tt0095655,tt2955618,tt0383531,tt2876350"
"nm0087733","Vera Blasi","tt0255653,tt0206420,tt2103264"
"nm0087861","William Peter Blatty","tt0070047,tt0099528,tt0081237,tt0058586"
"nm0087904","Barry W. Blaustein","tt0218043,tt0103859,tt0117218,tt0094898"
"nm0087906","Julian Blaustein","tt0043456,tt0051406,tt0044557,tt0060588"
"nm0087918","Christopher Blauvelt","tt9214832,tt9231040,tt0111257,tt2043933"
"nm0087926","Charles Blavette","tt0025898,tt0036736,tt0044883,tt0154473"
"nm0088083","Hans Christian Blech","tt0056197,tt0058947,tt0262111,tt0059470"
"nm0088085","René Blech","tt0142812"
"nm0088097","Corey Blechman","tt0106965,tt0082075,tt0113114,tt0095050"
"nm0088127","Alexis Bledel","tt0238784,tt0401792,tt0403508,tt0283084"
"nm0088173","Ehud Bleiberg","tt1491044,tt1032856,tt0479341,tt0214388"
"nm0088177","Hedwig Bleibtreu","tt0041959,tt0134112,tt0141753,tt0033275"
"nm0088204","Edie Ichioka","tt0787474,tt0116209,tt0099674,tt0107688"
